AREA,設計,視覺,行,環保,環境,海報,傳達,訊息,實境,擴增,海報設計,度,調適,發展,繪本,互動,技術,影響,相關,大衆
災害,0.3415527939796448,0.37631142139434814,0.46600645780563354,0.46811357140541077,0.46808987855911255,0.3328448235988617,0.45838961005210876,0.45533719658851624,0.4575721323490143,0.46043068170547485,0.2685214579105377,0.5147465467453003,0.4746935963630676,0.4865877628326416,0.4712345600128174,0.35825127363204956,0.34398016333580017,0.5689759850502014,0.5590009689331055,0.4907108545303345
維生基礎設施,0.47299736738204956,0.30588310956954956,0.3064173460006714,0.6495289206504822,0.6221895217895508,0.2848002016544342,0.35736459493637085,0.3527905344963074,0.4359281659126282,0.37375757098197937,0.3166554868221283,0.39778685569763184,0.3224642872810364,0.5293256044387817,0.3402087092399597,0.40481090545654297,0.522007942199707,0.39111781120300293,0.44834086298942566,0.41164669394493103
水資源,0.3158000707626343,0.27236518263816833,0.28740963339805603,0.5983588099479675,0.5211246609687805,0.17347949743270874,0.3328302204608917,0.26983293890953064,0.25739312171936035,0.3080163896083832,0.15673846006393433,0.37483158707618713,0.27927857637405396,0.3871855139732361,0.27740636467933655,0.2720490097999573,0.3791506588459015,0.33015334606170654,0.3736402988433838,0.3543089032173157
土地使用,0.39677923917770386,0.2821984589099884,0.35643622279167175,0.553955614566803,0.554588794708252,0.1801762580871582,0.3627665638923645,0.3114054799079895,0.3245888352394104,0.3445574641227722,0.17688745260238647,0.4633415937423706,0.3248448967933655,0.46632105112075806,0.3597768545150757,0.35876142978668213,0.4170166254043579,0.4278988242149353,0.46673405170440674,0.4415039122104645
海岸,0.33068883419036865,0.3374698758125305,0.4019984006881714,0.460406094789505,0.42868679761886597,0.3033711910247803,0.4214141368865967,0.42410486936569214,0.3524087369441986,0.36262115836143494,0.2505168616771698,0.5096569657325745,0.4247191548347473,0.40114420652389526,0.43101564049720764,0.34950271248817444,0.30404573678970337,0.40150320529937744,0.4648963510990143,0.42897742986679077
能源,0.43317246437072754,0.3731727600097656,0.424621045589447,0.5826725959777832,0.5104483366012573,0.28447645902633667,0.42516541481018066,0.4129183292388916,0.39653629064559937,0.4719747006893158,0.26361358165740967,0.5120010375976562,0.4100707173347473,0.45478570461273193,0.4594671130180359,0.4321368932723999,0.5275508761405945,0.5115944147109985,0.47452229261398315,0.4393572211265564
農業生產,0.29958653450012207,0.19484083354473114,0.2760816812515259,0.47309768199920654,0.38699474930763245,0.13312536478042603,0.2697071433067322,0.2025037556886673,0.22451567649841309,0.36507511138916016,0.10809606313705444,0.3672041893005371,0.26733583211898804,0.48312777280807495,0.2524905800819397,0.2288331836462021,0.31965428590774536,0.25273600220680237,0.3581688404083252,0.2939949631690979
生物多樣性,0.329600989818573,0.31996721029281616,0.3160102069377899,0.7440668344497681,0.5834065079689026,0.24992123246192932,0.32568442821502686,0.33829784393310547,0.318628191947937,0.33251094818115234,0.19760100543498993,0.42723771929740906,0.28404608368873596,0.4299815595149994,0.3459205627441406,0.3507078289985657,0.35977059602737427,0.37574827671051025,0.43409788608551025,0.3982531428337097
健康,0.25046369433403015,0.3187977373600006,0.4906587302684784,0.5159387588500977,0.46215927600860596,0.25614115595817566,0.4144054651260376,0.39037978649139404,0.4122501611709595,0.3870159983634949,0.12861162424087524,0.47799015045166016,0.4715114235877991,0.4695588946342468,0.3821398615837097,0.39068472385406494,0.4061237573623657,0.4749828279018402,0.5291602611541748,0.44836676120758057
