AREA,災害,社區,防災,發生,天然,站,救災,系統,氣象,地震,減災,防,推動,計劃,環境,民衆,政府,活動,導致,人爲
災害,0.9817854762077332,0.38915911316871643,0.8144198060035706,0.5607390403747559,0.3074720501899719,0.44235527515411377,0.8414913415908813,0.35233208537101746,0.40350672602653503,0.6368640661239624,0.8750230073928833,0.5170947313308716,0.3910694718360901,0.45556560158729553,0.46808987855911255,0.5043894052505493,0.35155609250068665,0.44045355916023254,0.5673496127128601,0.48083192110061646
維生基礎設施,0.4052407741546631,0.521868109703064,0.5078314542770386,0.24617667496204376,0.34510862827301025,0.3501446545124054,0.43084001541137695,0.38383054733276367,0.2639574110507965,0.2615012228488922,0.414859414100647,0.3856162130832672,0.36906197667121887,0.5037741661071777,0.6221895217895508,0.38200533390045166,0.33032095432281494,0.506548285484314,0.3227235674858093,0.32264652848243713
水資源,0.33218130469322205,0.335709810256958,0.3992927074432373,0.24316981434822083,0.3507940173149109,0.26441770792007446,0.3683868646621704,0.3701351284980774,0.34059834480285645,0.21528446674346924,0.4115023612976074,0.2936258316040039,0.2517791986465454,0.3599156141281128,0.5211246609687805,0.3128855526447296,0.2897643744945526,0.3215945065021515,0.30929362773895264,0.28941142559051514
土地使用,0.3233065903186798,0.45539408922195435,0.42538219690322876,0.3144038915634155,0.33977025747299194,0.38480818271636963,0.31770753860473633,0.3318536877632141,0.2718818783760071,0.19930067658424377,0.3745543360710144,0.386835515499115,0.384260356426239,0.3658277988433838,0.554588794708252,0.4196188747882843,0.42666029930114746,0.43938392400741577,0.3769882321357727,0.3638646602630615
海岸,0.39753782749176025,0.2862410843372345,0.4698917269706726,0.36321505904197693,0.288392037153244,0.46762895584106445,0.4435398280620575,0.23622894287109375,0.42816397547721863,0.33383476734161377,0.49260175228118896,0.427694708108902,0.4129510819911957,0.40914207696914673,0.42868679761886597,0.40696004033088684,0.20268526673316956,0.41444963216781616,0.433499276638031,0.40463346242904663
能源,0.33637338876724243,0.3110165596008301,0.4405931830406189,0.3469356894493103,0.3446396589279175,0.3846023678779602,0.34646448493003845,0.3912867307662964,0.3540581464767456,0.22251921892166138,0.4245576560497284,0.4393247961997986,0.49782794713974,0.39446595311164856,0.5104483366012573,0.3751285970211029,0.26230472326278687,0.5322551727294922,0.4198155701160431,0.40057724714279175
農業生產,0.229884073138237,0.3151203691959381,0.276557594537735,0.2750813364982605,0.342492938041687,0.28574085235595703,0.21442876756191254,0.27374643087387085,0.2366477996110916,0.05807153135538101,0.2981773614883423,0.24909533560276031,0.31211239099502563,0.3343876004219055,0.38699474930763245,0.2682610750198364,0.29002708196640015,0.36104685068130493,0.32029595971107483,0.279125452041626
生物多樣性,0.36317649483680725,0.4856632947921753,0.4166044294834137,0.2585340440273285,0.5701810121536255,0.3121686577796936,0.37701618671417236,0.3009205460548401,0.32357537746429443,0.16534194350242615,0.39553946256637573,0.37377798557281494,0.24899449944496155,0.3346099853515625,0.5834065079689026,0.366148978471756,0.2103169560432434,0.3830307722091675,0.366249144077301,0.3389536738395691
健康,0.34922754764556885,0.40429142117500305,0.5044769048690796,0.31690460443496704,0.5158470869064331,0.39134615659713745,0.4925817847251892,0.3620700240135193,0.3784383535385132,0.14575940370559692,0.45163610577583313,0.5027050971984863,0.35702407360076904,0.3862272799015045,0.46215927600860596,0.45842444896698,0.2772608995437622,0.5388749241828918,0.4576398432254791,0.45390835404396057
