AREA,認證,旅館,綠色,標章,旅館業,ns,經營,碳,綠,企業,成本,臺灣,環境,,排放,措施,房卡,績效,國家,外部
災害,0.2205612063407898,0.24983683228492737,0.29157134890556335,0.5059650540351868,0.22658087313175201,0.43958258628845215,0.3961162269115448,0.28908103704452515,0.2942804992198944,0.29456812143325806,0.2936335504055023,0.2596859931945801,0.46808987855911255,0.37810468673706055,0.38720232248306274,0.5038731098175049,0.3137708306312561,0.3606395721435547,0.486122727394104,0.4387069344520569
維生基礎設施,0.3566608428955078,0.2708335518836975,0.3685607314109802,0.38043951988220215,0.2935461401939392,0.38086920976638794,0.43915194272994995,0.4046599566936493,0.34909671545028687,0.39745980501174927,0.27907872200012207,0.260256826877594,0.6221895217895508,0.2918873131275177,0.36829647421836853,0.48950257897377014,0.3858143091201782,0.391762912273407,0.36423590779304504,0.4540795683860779
水資源,0.2323370724916458,0.11800044029951096,0.3052015006542206,0.3264427185058594,0.14408856630325317,0.35142403841018677,0.30504029989242554,0.3243924379348755,0.29153972864151,0.26811739802360535,0.29361623525619507,0.2272779941558838,0.5211246609687805,0.3083844482898712,0.3682633936405182,0.4219626784324646,0.23064404726028442,0.3084375858306885,0.36949360370635986,0.35971638560295105
土地使用,0.32749155163764954,0.1966281235218048,0.3342009484767914,0.4092249870300293,0.21849462389945984,0.4473811089992523,0.4310113787651062,0.3028672933578491,0.3335973918437958,0.34279748797416687,0.3090309202671051,0.3226916790008545,0.554588794708252,0.3656245172023773,0.36251330375671387,0.49794402718544006,0.31024354696273804,0.33450958132743835,0.5798377990722656,0.49770107865333557
海岸,0.2899133861064911,0.3095492422580719,0.3248436450958252,0.5109515190124512,0.2935527563095093,0.47144991159439087,0.3884129524230957,0.2248155176639557,0.32774245738983154,0.27988407015800476,0.2316865772008896,0.4483846426010132,0.42868679761886597,0.41541197896003723,0.32626867294311523,0.43940722942352295,0.34958115220069885,0.3423296809196472,0.4548071324825287,0.48893868923187256
能源,0.2221793830394745,0.2184160053730011,0.38176974654197693,0.4278929829597473,0.2118993103504181,0.43128591775894165,0.47751539945602417,0.5036110877990723,0.3719329833984375,0.35023313760757446,0.3973422646522522,0.2039240002632141,0.5104483366012573,0.40345513820648193,0.6276391744613647,0.49873217940330505,0.35235899686813354,0.526189923286438,0.3646013140678406,0.44110310077667236
農業生產,0.27624547481536865,0.03068605065345764,0.35319194197654724,0.29973065853118896,0.0781826376914978,0.37486064434051514,0.4244872033596039,0.25117427110671997,0.3440534472465515,0.4326944351196289,0.2578268051147461,0.20107713341712952,0.38699474930763245,0.3068868815898895,0.34038352966308594,0.3977546989917755,0.16774404048919678,0.36087629199028015,0.42924898862838745,0.3276216387748718
生物多樣性,0.2964508533477783,0.13004302978515625,0.4148283004760742,0.4189116656780243,0.12963682413101196,0.3752484619617462,0.27679985761642456,0.37990841269493103,0.3982469439506531,0.28766727447509766,0.18631252646446228,0.2096436619758606,0.5834065079689026,0.3317214548587799,0.3450024724006653,0.4102094769477844,0.16888009011745453,0.2793249189853668,0.370842844247818,0.40759336948394775
健康,0.3582773208618164,0.17304301261901855,0.3650650382041931,0.4229479134082794,0.1449916958808899,0.46150708198547363,0.4467431902885437,0.25131094455718994,0.3518882393836975,0.3320390582084656,0.23140506446361542,0.26289236545562744,0.46215927600860596,0.3793796896934509,0.3878745436668396,0.5474231243133545,0.28569167852401733,0.44499489665031433,0.42337310314178467,0.3952958285808563
