AREA,\t,碳,目標,永續,校園,學生,使用者,循環,排,發展,相關,數據,減,低,國際,中和,服務,達成,經濟,提案
災害,0.5551019906997681,0.28908103704452515,0.41542699933052063,0.4672958254814148,0.30572980642318726,0.29352855682373047,0.2451053410768509,0.3448435962200165,0.4331238865852356,0.4865877628326416,0.5590009689331055,0.33445703983306885,0.491150438785553,0.34397417306900024,0.42899584770202637,0.4993802309036255,0.3035101890563965,0.4953446388244629,0.3611029386520386,0.39771974086761475
維生基礎設施,0.392108678817749,0.4046599566936493,0.41706424951553345,0.36710530519485474,0.37988847494125366,0.26927539706230164,0.27535977959632874,0.35789504647254944,0.35603785514831543,0.5293256044387817,0.44834086298942566,0.38167858123779297,0.27181392908096313,0.2087630033493042,0.3520120084285736,0.34418413043022156,0.3816322386264801,0.35525941848754883,0.45368796586990356,0.4537334144115448
水資源,0.3906603157520294,0.3243924379348755,0.3305683135986328,0.2633931636810303,0.2750292718410492,0.23507356643676758,0.25331562757492065,0.23759888112545013,0.33828380703926086,0.3871855139732361,0.3736402988433838,0.37184828519821167,0.30577537417411804,0.27677926421165466,0.31428658962249756,0.30610382556915283,0.3405529856681824,0.3200531005859375,0.3783148527145386,0.3513864576816559
土地使用,0.44104886054992676,0.3028672933578491,0.4444708228111267,0.3124207556247711,0.3738269507884979,0.25846514105796814,0.31865814328193665,0.3396768271923065,0.3993043303489685,0.46632105112075806,0.46673405170440674,0.3789938688278198,0.34461045265197754,0.3027804493904114,0.4032227396965027,0.387495756149292,0.3919972777366638,0.3749961853027344,0.4174215793609619,0.3825269937515259
海岸,0.4858376383781433,0.2248155176639557,0.42566925287246704,0.4435443580150604,0.3325587213039398,0.2766469419002533,0.27318668365478516,0.36995354294776917,0.4656424820423126,0.40114420652389526,0.4648963510990143,0.2745719254016876,0.38922902941703796,0.3004072904586792,0.4039202928543091,0.48212313652038574,0.36290812492370605,0.4188576340675354,0.26499947905540466,0.3253105878829956
能源,0.4902951121330261,0.5036110877990723,0.4299647808074951,0.3905826210975647,0.2675352394580841,0.31599608063697815,0.2993874251842499,0.4287621080875397,0.39047175645828247,0.45478570461273193,0.47452229261398315,0.3424975275993347,0.3531937897205353,0.3291911780834198,0.35762083530426025,0.39776062965393066,0.31811606884002686,0.41582751274108887,0.5422638654708862,0.3814939856529236
農業生產,0.3430216312408447,0.25117427110671997,0.32975003123283386,0.22419176995754242,0.2599388360977173,0.2053917646408081,0.12859264016151428,0.3054770529270172,0.36132436990737915,0.48312777280807495,0.3581688404083252,0.32473403215408325,0.25765281915664673,0.20646926760673523,0.30503877997398376,0.3109009265899658,0.3056635558605194,0.3172016441822052,0.5245733857154846,0.3138291835784912
生物多樣性,0.4380589723587036,0.37990841269493103,0.2848167419433594,0.36253803968429565,0.30880945920944214,0.25464731454849243,0.21899189054965973,0.2832455635070801,0.37732863426208496,0.4299815595149994,0.43409788608551025,0.37261253595352173,0.286266952753067,0.22764888405799866,0.3538551330566406,0.3719426095485687,0.25749126076698303,0.300894170999527,0.33441317081451416,0.3386286497116089
健康,0.516137957572937,0.25131094455718994,0.4242408871650696,0.374525249004364,0.2533062994480133,0.3333203196525574,0.38371115922927856,0.29932907223701477,0.4178084135055542,0.4695588946342468,0.5291602611541748,0.40401801466941833,0.397337943315506,0.36344289779663086,0.3762413561344147,0.4406217336654663,0.49793583154678345,0.4306982755661011,0.45390528440475464,0.3762681186199188
