AREA,咖啡,渣,商家,é,民衆,合作,街友,回收,App,生人,臺灣,社會,再生,回收站,累積,合作的,Caf,希望,里程,naissance
災害,0.2291475534439087,0.5969654321670532,0.24094964563846588,0.5452090501785278,0.5043894052505493,0.3510969579219818,0.35448598861694336,0.34474802017211914,0.18145625293254852,0.5114883184432983,0.2596859931945801,0.44110000133514404,0.47780051827430725,0.33558589220046997,0.5116539001464844,0.3653472661972046,0.2920131981372833,0.45822674036026,0.4444339871406555,0.4201911687850952
維生基礎設施,0.21096450090408325,0.27700531482696533,0.2642222046852112,0.3603663444519043,0.38200533390045166,0.38114190101623535,0.2951704263687134,0.3798232078552246,0.2696875035762787,0.4096265435218811,0.260256826877594,0.5015769600868225,0.4340069890022278,0.4752811789512634,0.41287723183631897,0.41628921031951904,0.2715204358100891,0.3375057578086853,0.3838420808315277,0.2805594205856323
水資源,0.2112104296684265,0.32657814025878906,0.23804473876953125,0.3690628707408905,0.3128855526447296,0.2929607629776001,0.1855413019657135,0.39632731676101685,0.22866782546043396,0.32340264320373535,0.2272779941558838,0.373152494430542,0.3279350996017456,0.37710055708885193,0.4130869507789612,0.28376662731170654,0.23189091682434082,0.26141390204429626,0.2690233290195465,0.27405112981796265
土地使用,0.07548587024211884,0.364192932844162,0.31688550114631653,0.4116196036338806,0.4196188747882843,0.336739718914032,0.34096381068229675,0.3808639943599701,0.24758358299732208,0.36077070236206055,0.3226916790008545,0.4620899260044098,0.3258579969406128,0.341623455286026,0.4062765836715698,0.3652956783771515,0.16175846755504608,0.24218270182609558,0.43499329686164856,0.352559357881546
海岸,0.2672627866268158,0.41442155838012695,0.27065509557724,0.4919634163379669,0.40696004033088684,0.2839388847351074,0.3518614172935486,0.28973862528800964,0.22548885643482208,0.4339049458503723,0.4483846426010132,0.33093810081481934,0.39209967851638794,0.2912105917930603,0.436561644077301,0.31395792961120605,0.3306879997253418,0.3434032201766968,0.4755747318267822,0.3977794349193573
能源,0.28716322779655457,0.34517979621887207,0.2979004383087158,0.4664081037044525,0.3751285970211029,0.331074059009552,0.28603309392929077,0.30362045764923096,0.21598969399929047,0.43852680921554565,0.2039240002632141,0.4060276746749878,0.4248597323894501,0.29086849093437195,0.5126751661300659,0.35800114274024963,0.2803553342819214,0.3514866828918457,0.3999447822570801,0.26514360308647156
農業生產,0.11332190036773682,0.2655050456523895,0.3805915117263794,0.33439821004867554,0.2682610750198364,0.3072996437549591,0.16390199959278107,0.32937806844711304,0.12896737456321716,0.28235045075416565,0.20107713341712952,0.36610546708106995,0.2771247327327728,0.2598784863948822,0.3487263023853302,0.33567380905151367,0.14794489741325378,0.16278694570064545,0.2432694286108017,0.3614988625049591
生物多樣性,0.19954490661621094,0.3248707056045532,0.2676735520362854,0.4068150520324707,0.366148978471756,0.2772427797317505,0.23114101588726044,0.3210502862930298,0.2095998078584671,0.4207112193107605,0.2096436619758606,0.47786179184913635,0.39218848943710327,0.2795023024082184,0.3877793550491333,0.2640969753265381,0.22806096076965332,0.31836003065109253,0.2985403835773468,0.3591296672821045
健康,0.36062586307525635,0.40219831466674805,0.2500143349170685,0.5071097016334534,0.45842444896698,0.31093400716781616,0.32852286100387573,0.19523389637470245,0.2890046238899231,0.5150760412216187,0.26289236545562744,0.5258466601371765,0.42176276445388794,0.15750516951084137,0.47496873140335083,0.37312108278274536,0.3449380397796631,0.40916699171066284,0.4202830195426941,0.4967840611934662
