AREA,辨識,無人機,系統,機器人,手勢,跟隨,模組化,搜救,人員,感測器,透過,場合,應變,高,程式設計,國立,雲,科大,智慧,污染
災害,0.442732036113739,0.3076464533805847,0.35233208537101746,0.3050299882888794,0.320923775434494,0.3588305115699768,0.32774004340171814,0.4661685824394226,0.4181801676750183,0.19983084499835968,0.4807078242301941,0.5590736269950867,0.5136934518814087,0.3625932037830353,0.2745983600616455,0.44259363412857056,0.3727816343307495,0.5211883783340454,0.31260597705841064,0.37248820066452026
維生基礎設施,0.3258787989616394,0.29289066791534424,0.38383054733276367,0.19208595156669617,0.18006479740142822,0.2820725440979004,0.38347938656806946,0.33842337131500244,0.3429429531097412,0.25311052799224854,0.36860162019729614,0.3585243225097656,0.43892979621887207,0.2823326587677002,0.4147622883319855,0.3890796899795532,0.2542693018913269,0.37743180990219116,0.27358755469322205,0.33631420135498047
水資源,0.3202225863933563,0.166797935962677,0.3701351284980774,0.1298399269580841,0.20809605717658997,0.21629241108894348,0.32177403569221497,0.31239891052246094,0.2645088732242584,0.22789426147937775,0.34768640995025635,0.2898922562599182,0.32702481746673584,0.2512526512145996,0.2616678476333618,0.32656577229499817,0.28648871183395386,0.3657892048358917,0.2821449041366577,0.42935338616371155
土地使用,0.38290122151374817,0.30807891488075256,0.3318536877632141,0.15793254971504211,0.3095739483833313,0.2726517915725708,0.34614792466163635,0.39669716358184814,0.3532502353191376,0.18181049823760986,0.36660099029541016,0.41762611269950867,0.41788187623023987,0.3284563422203064,0.29466861486434937,0.549315333366394,0.3518531918525696,0.43293899297714233,0.32068708539009094,0.3673263192176819
海岸,0.4164261221885681,0.27567818760871887,0.23622894287109375,0.1798417717218399,0.3726489543914795,0.3405532240867615,0.26552921533584595,0.38080093264579773,0.3730604946613312,0.22255627810955048,0.4016626477241516,0.4600854814052582,0.43848085403442383,0.40401479601860046,0.23873257637023926,0.445418119430542,0.3965855836868286,0.5218908190727234,0.2711661458015442,0.27598467469215393
能源,0.38368767499923706,0.28163930773735046,0.3912867307662964,0.22820819914340973,0.35436850786209106,0.33701860904693604,0.3759058713912964,0.33472269773483276,0.40952005982398987,0.2935543656349182,0.44441506266593933,0.3919205069541931,0.44342494010925293,0.485530823469162,0.3465045988559723,0.3597884476184845,0.3140948712825775,0.41721296310424805,0.31887251138687134,0.4016629159450531
農業生產,0.2944163680076599,0.18932735919952393,0.27374643087387085,0.09525790810585022,0.20860354602336884,0.23560181260108948,0.36313316226005554,0.2209092676639557,0.3024404048919678,0.11565250903367996,0.28691285848617554,0.293379008769989,0.32950064539909363,0.24685926735401154,0.3203885555267334,0.3975484371185303,0.2495242953300476,0.3472491502761841,0.23186880350112915,0.30641835927963257
生物多樣性,0.40754154324531555,0.1913623809814453,0.3009205460548401,0.23776312172412872,0.22585323452949524,0.29011479020118713,0.35515323281288147,0.3975050449371338,0.2669103145599365,0.290558397769928,0.32658666372299194,0.35619649291038513,0.36240965127944946,0.2910810708999634,0.2556544542312622,0.39080002903938293,0.27589982748031616,0.43361201882362366,0.30740249156951904,0.36639076471328735
健康,0.4293646216392517,0.13911683857440948,0.3620700240135193,0.19630366563796997,0.3287741243839264,0.38260242342948914,0.3090953230857849,0.39825549721717834,0.4041411280632019,0.18250226974487305,0.402728796005249,0.4335663318634033,0.49247753620147705,0.3766300678253174,0.21972104907035828,0.41514748334884644,0.3113793730735779,0.460354208946228,0.4671818017959595,0.41035765409469604
