AREA,水資源,冰鏟,冰塊,冰量,飲料,鏟,浪費,團隊,水,設計,透過,產品,創意,資源,發展,飲品,年度,實作,競賽,全球
災害,0.33511826395988464,0.33324843645095825,0.36003100872039795,0.3546237647533417,0.30267709493637085,0.4760224521160126,0.4429508447647095,0.3305222690105438,0.36753153800964355,0.3415527939796448,0.4807078242301941,0.3147255778312683,0.3952447474002838,0.43509775400161743,0.4865877628326416,0.3335021734237671,0.3777030110359192,0.3833026885986328,0.39503443241119385,0.41160234808921814
維生基礎設施,0.43053513765335083,0.2786024510860443,0.2226513773202896,0.24867773056030273,0.19710490107536316,0.3162551820278168,0.3296143412590027,0.22004911303520203,0.27238011360168457,0.47299736738204956,0.36860162019729614,0.37123021483421326,0.43250763416290283,0.6092875003814697,0.5293256044387817,0.23223283886909485,0.2502286434173584,0.3829098641872406,0.23949767649173737,0.39257895946502686
水資源,0.9966303110122681,0.31169793009757996,0.2892572581768036,0.3449995517730713,0.45384490489959717,0.2746569812297821,0.3573855459690094,0.26112866401672363,0.8949345350265503,0.3158000707626343,0.34768640995025635,0.39736074209213257,0.3234765827655792,0.5464349985122681,0.3871855139732361,0.49691659212112427,0.26595407724380493,0.2717079818248749,0.22374743223190308,0.3058585524559021
土地使用,0.44847461581230164,0.2949182987213135,0.1952705979347229,0.21220798790454865,0.11376743763685226,0.43402931094169617,0.4185795485973358,0.24109980463981628,0.33274024724960327,0.39677923917770386,0.36660099029541016,0.3516475558280945,0.3736950159072876,0.5557236075401306,0.46632105112075806,0.16320787370204926,0.2809572219848633,0.35207223892211914,0.3145919442176819,0.426730751991272
海岸,0.4550071060657501,0.37504756450653076,0.3714277446269989,0.34465664625167847,0.2945915460586548,0.401504784822464,0.3430744409561157,0.32579249143600464,0.5209046602249146,0.33068883419036865,0.4016626477241516,0.33265790343284607,0.3817000389099121,0.4073321223258972,0.40114420652389526,0.31448110938072205,0.3263237476348877,0.3411875069141388,0.2846885323524475,0.413313090801239
能源,0.3828732371330261,0.359463095664978,0.3486356735229492,0.4187076687812805,0.36630791425704956,0.37087738513946533,0.37077683210372925,0.3284012973308563,0.3452354073524475,0.43317246437072754,0.44441506266593933,0.4432075023651123,0.47909414768218994,0.553524374961853,0.45478570461273193,0.38323038816452026,0.3295385539531708,0.41024917364120483,0.3719750642776489,0.3767533004283905
農業生產,0.3816732168197632,0.2663074731826782,0.17165829241275787,0.20367851853370667,0.1358948051929474,0.38546860218048096,0.2765381336212158,0.31789812445640564,0.25408247113227844,0.29958653450012207,0.28691285848617554,0.4392448663711548,0.30450502038002014,0.39692074060440063,0.48312777280807495,0.18098855018615723,0.329823762178421,0.2631932199001312,0.22058120369911194,0.28775689005851746
生物多樣性,0.43579423427581787,0.25659239292144775,0.2480049580335617,0.2801055610179901,0.2141859531402588,0.3076988458633423,0.24893994629383087,0.29067015647888184,0.34476950764656067,0.329600989818573,0.32658666372299194,0.4113500118255615,0.3838768005371094,0.5442529320716858,0.4299815595149994,0.23125630617141724,0.28655847907066345,0.32265931367874146,0.28856170177459717,0.41204553842544556
健康,0.34284549951553345,0.3158431649208069,0.3805503249168396,0.39559274911880493,0.42168617248535156,0.3356829881668091,0.3526649475097656,0.34344473481178284,0.3823935389518738,0.25046369433403015,0.402728796005249,0.4572749733924866,0.37873175740242004,0.47279900312423706,0.4695588946342468,0.45026856660842896,0.3301071524620056,0.34721049666404724,0.2724857032299042,0.36050134897232056
