AREA,碳,產品,足跡,計算,資料庫,木製,木製品,開發,APP,運輸,砝碼,排放,學生,建立,API,平臺,方式,臺灣,木質,生活
災害,0.28908103704452515,0.3147255778312683,0.37842535972595215,0.35832250118255615,0.48062148690223694,0.28702086210250854,0.25848591327667236,0.4030877351760864,0.19768574833869934,0.34838318824768066,0.29409170150756836,0.38720232248306274,0.29352855682373047,0.46265077590942383,0.19278089702129364,0.26061275601387024,0.4409176707267761,0.2596859931945801,0.3317156732082367,0.4269476532936096
維生基礎設施,0.4046599566936493,0.37123021483421326,0.3752358555793762,0.34110045433044434,0.44376927614212036,0.35635483264923096,0.36762186884880066,0.5084537267684937,0.24618834257125854,0.4256994128227234,0.29559922218322754,0.36829647421836853,0.26927539706230164,0.5642988085746765,0.33816003799438477,0.49154233932495117,0.4295647144317627,0.260256826877594,0.40525782108306885,0.5878381729125977
水資源,0.3243924379348755,0.39736074209213257,0.2709989547729492,0.3623780608177185,0.42543476819992065,0.2907368540763855,0.3194262385368347,0.3806687593460083,0.21586373448371887,0.3009573221206665,0.2890704274177551,0.3682633936405182,0.23507356643676758,0.3698803186416626,0.26547861099243164,0.2715858519077301,0.37601739168167114,0.2272779941558838,0.34476014971733093,0.296543151140213
土地使用,0.3028672933578491,0.3516475558280945,0.38311493396759033,0.38028404116630554,0.39446374773979187,0.383393257856369,0.3909744322299957,0.4792467951774597,0.2373216152191162,0.4564419388771057,0.3402375876903534,0.36251330375671387,0.25846514105796814,0.5112990736961365,0.29313865303993225,0.3580114543437958,0.45951569080352783,0.3226916790008545,0.39612793922424316,0.32553327083587646
海岸,0.2248155176639557,0.33265790343284607,0.39664313197135925,0.2944079339504242,0.4218894839286804,0.3161613345146179,0.2755436599254608,0.31910160183906555,0.2244465947151184,0.35728156566619873,0.31100836396217346,0.32626867294311523,0.2766469419002533,0.39143097400665283,0.22191575169563293,0.3491472005844116,0.4197392165660858,0.4483846426010132,0.34908872842788696,0.4138028025627136
能源,0.5036110877990723,0.4432075023651123,0.33459579944610596,0.4851111173629761,0.45339569449424744,0.3454436957836151,0.2978559136390686,0.4130639433860779,0.21176809072494507,0.4030555188655853,0.4552510976791382,0.6276391744613647,0.31599608063697815,0.46423670649528503,0.2644338309764862,0.289703369140625,0.41852444410324097,0.2039240002632141,0.37426960468292236,0.4457351565361023
農業生產,0.25117427110671997,0.4392448663711548,0.2220376431941986,0.39753007888793945,0.3240494132041931,0.3844696283340454,0.4462983012199402,0.5194283127784729,0.1380022168159485,0.25642818212509155,0.2071605920791626,0.34038352966308594,0.2053917646408081,0.46306896209716797,0.27974826097488403,0.16799312829971313,0.3388948142528534,0.20107713341712952,0.36503079533576965,0.23587405681610107
生物多樣性,0.37990841269493103,0.4113500118255615,0.3742905855178833,0.26156970858573914,0.5211679935455322,0.30132874846458435,0.4188006520271301,0.4022030532360077,0.2117660641670227,0.22049137949943542,0.25846126675605774,0.3450024724006653,0.25464731454849243,0.3885558843612671,0.2593131363391876,0.242395281791687,0.35166817903518677,0.2096436619758606,0.3770977854728699,0.41722753643989563
健康,0.25131094455718994,0.4572749733924866,0.32257091999053955,0.3165957033634186,0.4112550914287567,0.24341486394405365,0.23890790343284607,0.38298943638801575,0.2777658700942993,0.3303808867931366,0.327849805355072,0.3878745436668396,0.3333203196525574,0.3884364366531372,0.2869020998477936,0.27062302827835083,0.4277827739715576,0.26289236545562744,0.2770423889160156,0.4880717396736145
