AREA,環境,學生,改變,世界,教育,冊,透過,環境保護,實境,創意,教材,實作,競賽,計劃,擴增,教育部,設計,能源,學習,永續
災害,0.46808987855911255,0.29352855682373047,0.42316704988479614,0.47810548543930054,0.24778752028942108,0.5286486148834229,0.4807078242301941,0.4537197947502136,0.4575721323490143,0.3952447474002838,0.34525543451309204,0.3833026885986328,0.39503443241119385,0.45556560158729553,0.46043068170547485,0.30960994958877563,0.3415527939796448,0.3048574924468994,0.3252521753311157,0.4672958254814148
維生基礎設施,0.6221895217895508,0.26927539706230164,0.3219825029373169,0.4069809317588806,0.3331201374530792,0.38518232107162476,0.36860162019729614,0.6328722238540649,0.4359281659126282,0.43250763416290283,0.4159162938594818,0.3829098641872406,0.23949767649173737,0.5037741661071777,0.37375757098197937,0.3818085193634033,0.47299736738204956,0.4671080410480499,0.3465978503227234,0.36710530519485474
水資源,0.5211246609687805,0.23507356643676758,0.21221327781677246,0.3565215766429901,0.2707715928554535,0.37692809104919434,0.34768640995025635,0.5564702749252319,0.25739312171936035,0.3234765827655792,0.35551947355270386,0.2717079818248749,0.22374743223190308,0.3599156141281128,0.3080163896083832,0.2995584309101105,0.3158000707626343,0.36399173736572266,0.28358569741249084,0.2633931636810303
土地使用,0.554588794708252,0.25846514105796814,0.31507131457328796,0.4335595965385437,0.36753422021865845,0.4052647650241852,0.36660099029541016,0.5601680278778076,0.3245888352394104,0.3736950159072876,0.3897703289985657,0.35207223892211914,0.3145919442176819,0.3658277988433838,0.3445574641227722,0.3926016688346863,0.39677923917770386,0.2883723974227905,0.36001747846603394,0.3124207556247711
海岸,0.42868679761886597,0.2766469419002533,0.31404992938041687,0.43009209632873535,0.30060040950775146,0.4780751168727875,0.4016626477241516,0.41474416851997375,0.3524087369441986,0.3817000389099121,0.35104283690452576,0.3411875069141388,0.2846885323524475,0.40914207696914673,0.36262115836143494,0.3166942894458771,0.33068883419036865,0.23419930040836334,0.3080999255180359,0.4435443580150604
能源,0.5104483366012573,0.31599608063697815,0.2822972536087036,0.4596906304359436,0.31656530499458313,0.4444969892501831,0.44441506266593933,0.5246012806892395,0.39653629064559937,0.47909414768218994,0.38035210967063904,0.41024917364120483,0.3719750642776489,0.39446595311164856,0.4719747006893158,0.29447638988494873,0.43317246437072754,0.9999999403953552,0.3358360528945923,0.3905826210975647
農業生產,0.38699474930763245,0.2053917646408081,0.22026196122169495,0.30712661147117615,0.3430149555206299,0.30747026205062866,0.28691285848617554,0.4306464195251465,0.22451567649841309,0.30450502038002014,0.34497740864753723,0.2631932199001312,0.22058120369911194,0.3343876004219055,0.36507511138916016,0.37464845180511475,0.29958653450012207,0.3146727383136749,0.2827659845352173,0.22419176995754242
生物多樣性,0.5834065079689026,0.25464731454849243,0.2590184509754181,0.4675884246826172,0.32785698771476746,0.44867122173309326,0.32658666372299194,0.6824401617050171,0.318628191947937,0.3838768005371094,0.41949471831321716,0.32265931367874146,0.28856170177459717,0.3346099853515625,0.33251094818115234,0.3630118668079376,0.329600989818573,0.3360963463783264,0.3442564010620117,0.36253803968429565
健康,0.46215927600860596,0.3333203196525574,0.3596436083316803,0.4162213206291199,0.37308943271636963,0.44758152961730957,0.402728796005249,0.459811270236969,0.4122501611709595,0.37873175740242004,0.4397651255130768,0.34721049666404724,0.2724857032299042,0.3862272799015045,0.3870159983634949,0.3670227825641632,0.25046369433403015,0.3740665316581726,0.3956882357597351,0.374525249004364
