AREA,課程,環境,社區,本組,南港,學生,遊戲,舊莊國小,特色,日,設計,水循環,透過,溪流,超載,災害,資料,來源,知識,未來
災害,0.2987237870693207,0.46808987855911255,0.38915911316871643,0.46611741185188293,0.3376102149486542,0.29352855682373047,0.3720821738243103,0.32932358980178833,0.4219692647457123,0.4964660406112671,0.3415527939796448,0.3142470717430115,0.4807078242301941,0.388142466545105,0.44057705998420715,0.9817854762077332,0.5096435546875,0.4466714859008789,0.3168679475784302,0.3957042098045349
維生基礎設施,0.34855473041534424,0.6221895217895508,0.521868109703064,0.36108553409576416,0.31546783447265625,0.26927539706230164,0.2940475344657898,0.2579658627510071,0.41239720582962036,0.3006479740142822,0.47299736738204956,0.3270271420478821,0.36860162019729614,0.22169041633605957,0.3824225068092346,0.4052407741546631,0.4905969500541687,0.40870189666748047,0.31228411197662354,0.46957170963287354
水資源,0.2804920971393585,0.5211246609687805,0.335709810256958,0.34084218740463257,0.41277018189430237,0.23507356643676758,0.24799399077892303,0.21302969753742218,0.3854185938835144,0.3308800458908081,0.3158000707626343,0.8235019445419312,0.34768640995025635,0.7593773007392883,0.34316614270210266,0.33218130469322205,0.459128737449646,0.4627590477466583,0.31029099225997925,0.24229443073272705
土地使用,0.3685043752193451,0.554588794708252,0.45539408922195435,0.3487105667591095,0.36211007833480835,0.25846514105796814,0.3241700530052185,0.3376188278198242,0.4224745035171509,0.41170623898506165,0.39677923917770386,0.31193166971206665,0.36660099029541016,0.33887165784835815,0.36741065979003906,0.3233065903186798,0.4957699179649353,0.4174886643886566,0.3804433047771454,0.2979266047477722
海岸,0.3373301029205322,0.42868679761886597,0.2862410843372345,0.40841007232666016,0.6118335127830505,0.2766469419002533,0.3526790738105774,0.33103156089782715,0.4222995638847351,0.5189909934997559,0.33068883419036865,0.4547972083091736,0.4016626477241516,0.4579766094684601,0.4230368733406067,0.39753782749176025,0.44861799478530884,0.36348116397857666,0.3178635239601135,0.36422884464263916
能源,0.331403911113739,0.5104483366012573,0.3110165596008301,0.4027736783027649,0.19176054000854492,0.31599608063697815,0.38449251651763916,0.272746205329895,0.4498414993286133,0.43407168984413147,0.43317246437072754,0.3628520965576172,0.44441506266593933,0.24399042129516602,0.4886036515235901,0.33637338876724243,0.49922066926956177,0.4661453068256378,0.3567679524421692,0.3629210293292999
農業生產,0.335279256105423,0.38699474930763245,0.3151203691959381,0.3216003179550171,0.20298069715499878,0.2053917646408081,0.22673597931861877,0.2112259864807129,0.30752652883529663,0.3179731070995331,0.29958653450012207,0.2712610363960266,0.28691285848617554,0.23652200400829315,0.271284818649292,0.229884073138237,0.3844589591026306,0.4040062427520752,0.26043641567230225,0.21018391847610474
生物多樣性,0.34555327892303467,0.5834065079689026,0.4856632947921753,0.4069720506668091,0.23887145519256592,0.25464731454849243,0.2581396698951721,0.2713579535484314,0.5224579572677612,0.35845306515693665,0.329600989818573,0.3460828959941864,0.32658666372299194,0.3434661328792572,0.2664444148540497,0.36317649483680725,0.48825880885124207,0.49211132526397705,0.35562869906425476,0.30246829986572266
健康,0.383603572845459,0.46215927600860596,0.40429142117500305,0.4301529824733734,0.23826347291469574,0.3333203196525574,0.3724547326564789,0.27116313576698303,0.4819633364677429,0.4843701720237732,0.25046369433403015,0.2352936565876007,0.402728796005249,0.21991084516048431,0.3608117401599884,0.34922754764556885,0.5029381513595581,0.36447328329086304,0.43315303325653076,0.3210640549659729
