AREA,課程,防災,社區,​,長輩,體驗,社會,合作,競賽,教育,預計,發展,●,整合,計劃,企業,設計,目標,參與,團隊
災害,0.2987237870693207,0.8144198060035706,0.38915911316871643,0.5479916334152222,0.3601732850074768,0.4229695200920105,0.44110000133514404,0.3510969579219818,0.39503443241119385,0.24778752028942108,0.4759761691093445,0.4865877628326416,0.4683084189891815,0.3535829484462738,0.45556560158729553,0.29456812143325806,0.3415527939796448,0.41542699933052063,0.43272489309310913,0.3305222690105438
維生基礎設施,0.34855473041534424,0.5078314542770386,0.521868109703064,0.3769075274467468,0.3420197665691376,0.3857552111148834,0.5015769600868225,0.38114190101623535,0.23949767649173737,0.3331201374530792,0.37407946586608887,0.5293256044387817,0.3967670798301697,0.4261930584907532,0.5037741661071777,0.39745980501174927,0.47299736738204956,0.41706424951553345,0.4143190383911133,0.22004911303520203
水資源,0.2804920971393585,0.3992927074432373,0.335709810256958,0.3508952558040619,0.20883412659168243,0.2648785710334778,0.373152494430542,0.2929607629776001,0.22374743223190308,0.2707715928554535,0.27836811542510986,0.3871855139732361,0.4097329378128052,0.30579352378845215,0.3599156141281128,0.26811739802360535,0.3158000707626343,0.3305683135986328,0.27041321992874146,0.26112866401672363
土地使用,0.3685043752193451,0.42538219690322876,0.45539408922195435,0.39925646781921387,0.31843870878219604,0.36311471462249756,0.4620899260044098,0.336739718914032,0.3145919442176819,0.36753422021865845,0.2646644115447998,0.46632105112075806,0.429584801197052,0.30136340856552124,0.3658277988433838,0.34279748797416687,0.39677923917770386,0.4444708228111267,0.3721716105937958,0.24109980463981628
海岸,0.3373301029205322,0.4698917269706726,0.2862410843372345,0.5062039494514465,0.3527241051197052,0.33834996819496155,0.33093810081481934,0.2839388847351074,0.2846885323524475,0.30060040950775146,0.3978782594203949,0.40114420652389526,0.477065771818161,0.25993090867996216,0.40914207696914673,0.27988407015800476,0.33068883419036865,0.42566925287246704,0.3616286814212799,0.32579249143600464
能源,0.331403911113739,0.4405931830406189,0.3110165596008301,0.48366421461105347,0.387786328792572,0.4152418076992035,0.4060276746749878,0.331074059009552,0.3719750642776489,0.31656530499458313,0.4154455065727234,0.45478570461273193,0.467204213142395,0.38808807730674744,0.39446595311164856,0.35023313760757446,0.43317246437072754,0.4299647808074951,0.390377402305603,0.3284012973308563
農業生產,0.335279256105423,0.276557594537735,0.3151203691959381,0.33157652616500854,0.22852250933647156,0.20049183070659637,0.36610546708106995,0.3072996437549591,0.22058120369911194,0.3430149555206299,0.28557953238487244,0.48312777280807495,0.33560019731521606,0.302122563123703,0.3343876004219055,0.4326944351196289,0.29958653450012207,0.32975003123283386,0.2644447088241577,0.31789812445640564
生物多樣性,0.34555327892303467,0.4166044294834137,0.4856632947921753,0.40507593750953674,0.2972036600112915,0.34776806831359863,0.47786179184913635,0.2772427797317505,0.28856170177459717,0.32785698771476746,0.31716448068618774,0.4299815595149994,0.4177056550979614,0.2836307883262634,0.3346099853515625,0.28766727447509766,0.329600989818573,0.2848167419433594,0.3104049563407898,0.29067015647888184
健康,0.383603572845459,0.5044769048690796,0.40429142117500305,0.5028873085975647,0.4516295790672302,0.4610070586204529,0.5258466601371765,0.31093400716781616,0.2724857032299042,0.37308943271636963,0.419825941324234,0.4695588946342468,0.4771721661090851,0.30561572313308716,0.3862272799015045,0.3320390582084656,0.25046369433403015,0.4242408871650696,0.4505084156990051,0.34344473481178284
