AREA,地球,垃圾,碳,全球,APP,回收,塑膠,減少,分類,種植,足跡,二氧化碳,溫室,氣體,植物,年,學生,tw,排放量,團隊
災害,0.4320816993713379,0.5265498161315918,0.28908103704452515,0.41160234808921814,0.19768574833869934,0.34474802017211914,0.25823119282722473,0.4282877445220947,0.34571129083633423,0.3458850085735321,0.37842535972595215,0.21798831224441528,0.2834755480289459,0.3440096974372864,0.23520445823669434,0.40408456325531006,0.29352855682373047,0.3434748947620392,0.373717725276947,0.3305222690105438
維生基礎設施,0.46302083134651184,0.26897573471069336,0.4046599566936493,0.39257895946502686,0.24618834257125854,0.3798232078552246,0.3328670859336853,0.2792123258113861,0.3267962336540222,0.443378210067749,0.3752358555793762,0.28872916102409363,0.4977550804615021,0.1825898289680481,0.3338804244995117,0.33390992879867554,0.26927539706230164,0.26562243700027466,0.3891425132751465,0.22004911303520203
水資源,0.43476545810699463,0.35092344880104065,0.3243924379348755,0.3058585524559021,0.21586373448371887,0.39632731676101685,0.29402977228164673,0.3243991434574127,0.327360600233078,0.36245861649513245,0.2709989547729492,0.33826854825019836,0.40095293521881104,0.3534029722213745,0.3160955011844635,0.2832065224647522,0.23507356643676758,0.2270510345697403,0.389572411775589,0.26112866401672363
土地使用,0.6151202917098999,0.38507986068725586,0.3028672933578491,0.426730751991272,0.2373216152191162,0.3808639943599701,0.2736988067626953,0.3509494662284851,0.38798001408576965,0.5229507684707642,0.38311493396759033,0.25366225838661194,0.2691294848918915,0.22651620209217072,0.3523266017436981,0.3385356664657593,0.25846514105796814,0.2356380671262741,0.3736993372440338,0.24109980463981628
海岸,0.4938775300979614,0.3820773959159851,0.2248155176639557,0.413313090801239,0.2244465947151184,0.28973862528800964,0.2936275005340576,0.30813801288604736,0.4024083614349365,0.3151320219039917,0.39664313197135925,0.2121320366859436,0.267083078622818,0.23045605421066284,0.18631389737129211,0.3889019191265106,0.2766469419002533,0.2857785224914551,0.3055780529975891,0.32579249143600464
能源,0.48797425627708435,0.2970181405544281,0.5036110877990723,0.3767533004283905,0.21176809072494507,0.30362045764923096,0.2536272406578064,0.336411714553833,0.3576771020889282,0.4112841486930847,0.33459579944610596,0.42713630199432373,0.6125487685203552,0.48979824781417847,0.2715630531311035,0.4217373728752136,0.31599608063697815,0.3712567090988159,0.6238480806350708,0.3284012973308563
農業生產,0.3799254894256592,0.26345551013946533,0.25117427110671997,0.28775689005851746,0.1380022168159485,0.32937806844711304,0.1866624355316162,0.2673405706882477,0.35940414667129517,0.6709571480751038,0.2220376431941986,0.2659820020198822,0.2936529219150543,0.2288181185722351,0.5135080814361572,0.29983943700790405,0.2053917646408081,0.17353811860084534,0.34801560640335083,0.31789812445640564
生物多樣性,0.5048390030860901,0.282373309135437,0.37990841269493103,0.41204553842544556,0.2117660641670227,0.3210502862930298,0.20770904421806335,0.26746535301208496,0.4719086289405823,0.5107771754264832,0.3742905855178833,0.2949080467224121,0.3709698021411896,0.17223644256591797,0.6208702921867371,0.34564322233200073,0.25464731454849243,0.29023048281669617,0.34564775228500366,0.29067015647888184
健康,0.35590898990631104,0.3401425778865814,0.25131094455718994,0.36050134897232056,0.2777658700942993,0.19523389637470245,0.20581229031085968,0.36360472440719604,0.38463643193244934,0.3379579782485962,0.32257091999053955,0.21990635991096497,0.3623232841491699,0.2962888479232788,0.22587928175926208,0.4208764135837555,0.3333203196525574,0.33354708552360535,0.3726860582828522,0.34344473481178284
