AREA,路燈,節能,亮度,智慧,減少,照明,減,碳,環境,調整,光害,城市,永續,發展,目標,消耗,圖片,來源,LED,地區
災害,0.31670671701431274,0.3989713788032532,0.2852858304977417,0.31260597705841064,0.4282877445220947,0.29106855392456055,0.491150438785553,0.28908103704452515,0.46808987855911255,0.464222252368927,0.3533508777618408,0.3693615198135376,0.4672958254814148,0.4865877628326416,0.41542699933052063,0.38604509830474854,0.4177909791469574,0.4466714859008789,0.1589813232421875,0.4615286588668823
維生基礎設施,0.2909432649612427,0.5969886779785156,0.2192263901233673,0.27358755469322205,0.2792123258113861,0.25617551803588867,0.27181392908096313,0.4046599566936493,0.6221895217895508,0.3915426433086395,0.2737129330635071,0.38554614782333374,0.36710530519485474,0.5293256044387817,0.41706424951553345,0.43861088156700134,0.30950257182121277,0.40870189666748047,0.1718328595161438,0.47949716448783875
水資源,0.18391209840774536,0.4543067216873169,0.2586984634399414,0.2821449041366577,0.3243991434574127,0.18485599756240845,0.30577537417411804,0.3243924379348755,0.5211246609687805,0.290488600730896,0.32301679253578186,0.28074419498443604,0.2633931636810303,0.3871855139732361,0.3305683135986328,0.4513629078865051,0.27929869294166565,0.4627590477466583,0.13912835717201233,0.4079042077064514
土地使用,0.29789334535598755,0.42906033992767334,0.222902312874794,0.32068708539009094,0.3509494662284851,0.20455649495124817,0.34461045265197754,0.3028672933578491,0.554588794708252,0.39120855927467346,0.24978980422019958,0.43384435772895813,0.3124207556247711,0.46632105112075806,0.4444708228111267,0.4789573550224304,0.2944980263710022,0.4174886643886566,0.1650618314743042,0.6885367631912231
海岸,0.3148595094680786,0.32656872272491455,0.33850064873695374,0.2711661458015442,0.30813801288604736,0.2983882427215576,0.38922902941703796,0.2248155176639557,0.42868679761886597,0.399465948343277,0.29694312810897827,0.30801668763160706,0.4435443580150604,0.40114420652389526,0.42566925287246704,0.36670899391174316,0.3872215747833252,0.36348116397857666,0.19235609471797943,0.46184098720550537
能源,0.36523449420928955,0.8805086612701416,0.5127943158149719,0.31887251138687134,0.336411714553833,0.48940664529800415,0.3531937897205353,0.5036110877990723,0.5104483366012573,0.42368149757385254,0.4889321029186249,0.29206326603889465,0.3905826210975647,0.45478570461273193,0.4299647808074951,0.5355508923530579,0.3669355511665344,0.4661453068256378,0.244073748588562,0.34862077236175537
農業生產,0.16162794828414917,0.4376770853996277,0.2126920372247696,0.23186880350112915,0.2673405706882477,0.17419975996017456,0.25765281915664673,0.25117427110671997,0.38699474930763245,0.30873897671699524,0.1628580391407013,0.2212410271167755,0.22419176995754242,0.48312777280807495,0.32975003123283386,0.3794670104980469,0.2338905930519104,0.4040062427520752,0.10788454115390778,0.43428871035575867
生物多樣性,0.14476728439331055,0.40648210048675537,0.26807957887649536,0.30740249156951904,0.26746535301208496,0.19047226011753082,0.286266952753067,0.37990841269493103,0.5834065079689026,0.3020022213459015,0.3359084725379944,0.26053839921951294,0.36253803968429565,0.4299815595149994,0.2848167419433594,0.33772963285446167,0.34507185220718384,0.49211132526397705,0.09729549288749695,0.48073482513427734
健康,0.17737339437007904,0.44176799058914185,0.3114772439002991,0.4671818017959595,0.36360472440719604,0.23750090599060059,0.397337943315506,0.25131094455718994,0.46215927600860596,0.43730035424232483,0.37245696783065796,0.2867574691772461,0.374525249004364,0.4695588946342468,0.4242408871650696,0.5437518358230591,0.3646015524864197,0.36447328329086304,0.1955982744693756,0.378354012966156
