AREA,海藻,⽤,環保,⽣,包裝材料,⾷,●,⽬,團隊,塑膠,⼤,產品,⼀,永續,計劃,研發,⽽,發展,品,材料
災害,0.22577302157878876,0.46383997797966003,0.46811357140541077,0.5113850831985474,0.2411823868751526,0.34006062150001526,0.4683084189891815,0.2882007658481598,0.3305222690105438,0.25823119282722473,0.4909982681274414,0.3147255778312683,0.5472283363342285,0.4672958254814148,0.45556560158729553,0.43198156356811523,0.5408649444580078,0.4865877628326416,0.5156447291374207,0.3066038191318512
維生基礎設施,0.2956431210041046,0.37933406233787537,0.6495289206504822,0.46255773305892944,0.3279796242713928,0.30093613266944885,0.3967670798301697,0.1632031500339508,0.22004911303520203,0.3328670859336853,0.280856192111969,0.37123021483421326,0.3839910626411438,0.36710530519485474,0.5037741661071777,0.5647672414779663,0.3458133339881897,0.5293256044387817,0.4104153513908386,0.40095973014831543
水資源,0.49772194027900696,0.3504621982574463,0.5983588099479675,0.3338358998298645,0.3324241638183594,0.34123310446739197,0.4097329378128052,0.18694324791431427,0.26112866401672363,0.29402977228164673,0.29203200340270996,0.39736074209213257,0.3751823902130127,0.2633931636810303,0.3599156141281128,0.3976363241672516,0.34323135018348694,0.3871855139732361,0.4077761769294739,0.41547200083732605
土地使用,0.24821138381958008,0.42714574933052063,0.553955614566803,0.38396787643432617,0.27526551485061646,0.32182061672210693,0.429584801197052,0.1546468585729599,0.24109980463981628,0.2736988067626953,0.3489285111427307,0.3516475558280945,0.4181719422340393,0.3124207556247711,0.3658277988433838,0.4634816348552704,0.39467737078666687,0.46632105112075806,0.4562910199165344,0.4012587368488312
海岸,0.5394644737243652,0.4255066514015198,0.460406094789505,0.48061051964759827,0.292102575302124,0.42571553587913513,0.477065771818161,0.2884288728237152,0.32579249143600464,0.2936275005340576,0.451492041349411,0.33265790343284607,0.49184542894363403,0.4435443580150604,0.40914207696914673,0.3563061058521271,0.4545506238937378,0.40114420652389526,0.4771833121776581,0.3100251257419586
能源,0.1879456490278244,0.4611816704273224,0.5826725959777832,0.46348029375076294,0.2239305078983307,0.3813967704772949,0.467204213142395,0.2757079005241394,0.3284012973308563,0.2536272406578064,0.45953816175460815,0.4432075023651123,0.4787610173225403,0.3905826210975647,0.39446595311164856,0.48749977350234985,0.4523409605026245,0.45478570461273193,0.49524641036987305,0.4155879020690918
農業生產,0.2733929753303528,0.31774404644966125,0.47309768199920654,0.29844143986701965,0.2967984676361084,0.4228660464286804,0.33560019731521606,0.14490875601768494,0.31789812445640564,0.1866624355316162,0.28757524490356445,0.4392448663711548,0.3259847164154053,0.22419176995754242,0.3343876004219055,0.4920088052749634,0.3309321701526642,0.48312777280807495,0.3974953591823578,0.28703993558883667
生物多樣性,0.5667012929916382,0.3524896800518036,0.7440668344497681,0.4317753314971924,0.2102266401052475,0.3740137815475464,0.4177056550979614,0.2903394103050232,0.29067015647888184,0.20770904421806335,0.3698427677154541,0.4113500118255615,0.40404433012008667,0.36253803968429565,0.3346099853515625,0.4334755837917328,0.3708840608596802,0.4299815595149994,0.452340304851532,0.3149261474609375
健康,0.160145103931427,0.4903810918331146,0.5159387588500977,0.5174047350883484,0.16835322976112366,0.5117000341415405,0.4771721661090851,0.34431079030036926,0.34344473481178284,0.20581229031085968,0.40159013867378235,0.4572749733924866,0.513381838798523,0.374525249004364,0.3862272799015045,0.4209766983985901,0.45355021953582764,0.4695588946342468,0.5200287103652954,0.29579541087150574
