AREA,災害,校園,防災,學校,作品,遊戲,學生,救災,避難,演練,卡,情境,設備,玩家,教育,獲取,內容,系統,玩法,相關
災害,0.9817854762077332,0.30572980642318726,0.8144198060035706,0.3320145905017853,0.48558831214904785,0.3720821738243103,0.29352855682373047,0.8414913415908813,0.5214484333992004,0.1863061934709549,0.5103445053100586,0.5032142400741577,0.2357337474822998,0.30514097213745117,0.24778752028942108,0.35179248452186584,0.44346383213996887,0.35233208537101746,0.38992375135421753,0.5590009689331055
維生基礎設施,0.4052407741546631,0.37988847494125366,0.5078314542770386,0.3096281588077545,0.44809770584106445,0.2940475344657898,0.26927539706230164,0.43084001541137695,0.5585559606552124,0.224320188164711,0.3679491877555847,0.3951994478702545,0.33912500739097595,0.2349873036146164,0.3331201374530792,0.3642697334289551,0.4147079586982727,0.38383054733276367,0.32918456196784973,0.44834086298942566
水資源,0.33218130469322205,0.2750292718410492,0.3992927074432373,0.29532885551452637,0.36070746183395386,0.24799399077892303,0.23507356643676758,0.3683868646621704,0.30676978826522827,0.1365201324224472,0.35187065601348877,0.3124242424964905,0.24107372760772705,0.19398389756679535,0.2707715928554535,0.3763040602207184,0.3736673593521118,0.3701351284980774,0.24246421456336975,0.3736402988433838
土地使用,0.3233065903186798,0.3738269507884979,0.42538219690322876,0.3818526268005371,0.4587956368923187,0.3241700530052185,0.25846514105796814,0.31770753860473633,0.41482919454574585,0.19493302702903748,0.3967272639274597,0.3913100063800812,0.2872680425643921,0.2576785683631897,0.36753422021865845,0.47869396209716797,0.37707674503326416,0.3318536877632141,0.35099273920059204,0.46673405170440674
海岸,0.39753782749176025,0.3325587213039398,0.4698917269706726,0.35477733612060547,0.38447460532188416,0.3526790738105774,0.2766469419002533,0.4435398280620575,0.41397109627723694,0.25905588269233704,0.5197099447250366,0.3462061583995819,0.24904972314834595,0.3310297131538391,0.30060040950775146,0.36060822010040283,0.409406453371048,0.23622894287109375,0.3635794520378113,0.4648963510990143
能源,0.33637338876724243,0.2675352394580841,0.4405931830406189,0.2999349534511566,0.5139668583869934,0.38449251651763916,0.31599608063697815,0.34646448493003845,0.3093937337398529,0.31514444947242737,0.45093676447868347,0.40079066157341003,0.36947304010391235,0.3425200581550598,0.31656530499458313,0.4413228929042816,0.4697672128677368,0.3912867307662964,0.42527779936790466,0.47452229261398315
農業生產,0.229884073138237,0.2599388360977173,0.276557594537735,0.31085628271102905,0.4028945565223694,0.22673597931861877,0.2053917646408081,0.21442876756191254,0.1519313007593155,0.23061953485012054,0.3165246248245239,0.26927152276039124,0.16312526166439056,0.19571584463119507,0.3430149555206299,0.29230770468711853,0.28611278533935547,0.27374643087387085,0.23382920026779175,0.3581688404083252
生物多樣性,0.36317649483680725,0.30880945920944214,0.4166044294834137,0.2991080582141876,0.34317702054977417,0.2581396698951721,0.25464731454849243,0.37701618671417236,0.39216887950897217,0.18374210596084595,0.37769651412963867,0.37855064868927,0.1871020495891571,0.22266075015068054,0.32785698771476746,0.3511098623275757,0.4023318290710449,0.3009205460548401,0.2891444265842438,0.43409788608551025
健康,0.34922754764556885,0.2533062994480133,0.5044769048690796,0.3736565113067627,0.4699401259422302,0.3724547326564789,0.3333203196525574,0.4925817847251892,0.4387185275554657,0.31431442499160767,0.4520883858203888,0.45366013050079346,0.25885945558547974,0.34774360060691833,0.37308943271636963,0.41893041133880615,0.44976967573165894,0.3620700240135193,0.3659308850765228,0.5291602611541748
