AREA,PM,預測,空氣,濃度,品質,時間,模型,tw,資料,數據,小時,暴露,Online,Available,https,Accessed,Dec,taqm,學習,肺癌
災害,0.3596912622451782,0.45497989654541016,0.2968347668647766,0.42404407262802124,0.29602938890457153,0.3551712930202484,0.31697267293930054,0.3434748947620392,0.5096435546875,0.33445703983306885,0.31285688281059265,0.5208935141563416,0.2372438907623291,0.3199082612991333,0.2554238438606262,0.19695132970809937,0.5369974374771118,0.47317731380462646,0.3252521753311157,0.14919134974479675
維生基礎設施,0.2655530571937561,0.3577733337879181,0.2849634289741516,0.2740790843963623,0.3407067656517029,0.25079602003097534,0.3751492500305176,0.26562243700027466,0.4905969500541687,0.38167858123779297,0.2595430314540863,0.3799102008342743,0.33610543608665466,0.39594942331314087,0.36143141984939575,0.24053195118904114,0.2640323042869568,0.3147764503955841,0.3465978503227234,0.12541447579860687
水資源,0.2548864185810089,0.26866769790649414,0.3383822441101074,0.5107318162918091,0.3795413374900818,0.1756715029478073,0.29415345191955566,0.2270510345697403,0.459128737449646,0.37184828519821167,0.18217679858207703,0.3651164174079895,0.17899012565612793,0.3592135012149811,0.19330698251724243,0.27267512679100037,0.29012373089790344,0.30685189366340637,0.28358569741249084,0.0355401337146759
土地使用,0.19636934995651245,0.19468697905540466,0.3322276175022125,0.28062811493873596,0.39351433515548706,0.2836962938308716,0.27223435044288635,0.2356380671262741,0.4957699179649353,0.3789938688278198,0.2718966007232666,0.2650587856769562,0.2579602897167206,0.3002743721008301,0.2406117022037506,0.34553247690200806,0.31480175256729126,0.3399350643157959,0.36001747846603394,0.01926165074110031
海岸,0.22114914655685425,0.3364025056362152,0.3761647343635559,0.3653792142868042,0.3194975256919861,0.31710880994796753,0.27420008182525635,0.2857785224914551,0.44861799478530884,0.2745719254016876,0.29087600111961365,0.2895212769508362,0.29758843779563904,0.35921913385391235,0.31759166717529297,0.25562793016433716,0.3749365508556366,0.47121426463127136,0.3080999255180359,0.1714179813861847
能源,0.36788204312324524,0.4020942151546478,0.5001137256622314,0.5327616333961487,0.41862815618515015,0.33933553099632263,0.4246234893798828,0.3712567090988159,0.49922066926956177,0.3424975275993347,0.37149715423583984,0.4181663990020752,0.27715373039245605,0.3740636110305786,0.2611563205718994,0.2624969780445099,0.30388468503952026,0.3811303377151489,0.3358360528945923,0.026561914011836052
農業生產,0.16394193470478058,0.25725769996643066,0.26360130310058594,0.32298213243484497,0.32718420028686523,0.1954188048839569,0.2366190403699875,0.17353811860084534,0.3844589591026306,0.32473403215408325,0.2503281235694885,0.16760754585266113,0.07419133186340332,0.24423593282699585,0.0636950209736824,0.0763317197561264,0.26197001338005066,0.270668089389801,0.2827659845352173,-0.036094702780246735
生物多樣性,0.17379382252693176,0.2737053632736206,0.24463453888893127,0.39164721965789795,0.3789072036743164,0.21005597710609436,0.35758811235427856,0.29023048281669617,0.48825880885124207,0.37261253595352173,0.19255322217941284,0.3668573200702667,0.2629145681858063,0.3541283905506134,0.3222080171108246,0.22863540053367615,0.270955890417099,0.362394779920578,0.3442564010620117,0.10724455863237381
健康,0.3675522208213806,0.3448653817176819,0.35483622550964355,0.46985340118408203,0.5543912649154663,0.2854815125465393,0.3657439053058624,0.33354708552360535,0.5029381513595581,0.40401801466941833,0.29145383834838867,0.5328793525695801,0.2409798800945282,0.37569138407707214,0.23789861798286438,0.2967515289783478,0.26564568281173706,0.3946419358253479,0.3956882357597351,0.33461305499076843
