AREA,災害,社區,居民,土砂,宣導,影響,坡地,土石,動畫,災,設計,臺灣,作品,議題,減災,山脈,前,防治,創意,來源
災害,0.9817854762077332,0.38915911316871643,0.4085971713066101,0.567643940448761,0.44734615087509155,0.5689759850502014,0.44971439242362976,0.5155913829803467,0.40984252095222473,0.8776348233222961,0.3415527939796448,0.2596859931945801,0.48558831214904785,0.5422470569610596,0.8750230073928833,0.36484283208847046,0.4781290590763092,0.4909363389015198,0.3952447474002838,0.4466714859008789
維生基礎設施,0.4052407741546631,0.521868109703064,0.5277447700500488,0.39311665296554565,0.3781805634498596,0.39111781120300293,0.38238996267318726,0.3641144633293152,0.2653105854988098,0.3833656311035156,0.47299736738204956,0.260256826877594,0.44809770584106445,0.4542507529258728,0.414859414100647,0.25691401958465576,0.24262374639511108,0.48963290452957153,0.43250763416290283,0.40870189666748047
水資源,0.33218130469322205,0.335709810256958,0.3063545525074005,0.4176943302154541,0.2785835266113281,0.33015334606170654,0.3745430111885071,0.3457489013671875,0.18175092339515686,0.39203810691833496,0.3158000707626343,0.2272779941558838,0.36070746183395386,0.38841378688812256,0.4115023612976074,0.2672715485095978,0.2500048875808716,0.35148686170578003,0.3234765827655792,0.4627590477466583
土地使用,0.3233065903186798,0.45539408922195435,0.5041972994804382,0.5427796244621277,0.34467750787734985,0.4278988242149353,0.6247256994247437,0.42427951097488403,0.23198376595973969,0.370455265045166,0.39677923917770386,0.3226916790008545,0.4587956368923187,0.5023030042648315,0.3745543360710144,0.40082794427871704,0.33386021852493286,0.41133517026901245,0.3736950159072876,0.4174886643886566
海岸,0.39753782749176025,0.2862410843372345,0.3222678303718567,0.6079722046852112,0.39005357027053833,0.40150320529937744,0.4661545157432556,0.5167098045349121,0.31050819158554077,0.48572012782096863,0.33068883419036865,0.4483846426010132,0.38447460532188416,0.4479135274887085,0.49260175228118896,0.4064079523086548,0.4130234718322754,0.33418500423431396,0.3817000389099121,0.36348116397857666
能源,0.33637338876724243,0.3110165596008301,0.28052276372909546,0.43575167655944824,0.3967691957950592,0.5115944147109985,0.3746830224990845,0.44157129526138306,0.3975144624710083,0.43827807903289795,0.43317246437072754,0.2039240002632141,0.5139668583869934,0.4853200316429138,0.4245576560497284,0.32369115948677063,0.2880965769290924,0.4348312020301819,0.47909414768218994,0.4661453068256378
農業生產,0.229884073138237,0.3151203691959381,0.29379069805145264,0.41067755222320557,0.26255959272384644,0.25273600220680237,0.472342848777771,0.3107990026473999,0.1842448115348816,0.27500802278518677,0.29958653450012207,0.20107713341712952,0.4028945565223694,0.35245856642723083,0.2981773614883423,0.25666940212249756,0.3159458637237549,0.27427878975868225,0.30450502038002014,0.4040062427520752
生物多樣性,0.36317649483680725,0.4856632947921753,0.3708319067955017,0.49219340085983276,0.3287412226200104,0.37574827671051025,0.4396071135997772,0.44037169218063354,0.2996135950088501,0.38722991943359375,0.329600989818573,0.2096436619758606,0.34317702054977417,0.44281816482543945,0.39553946256637573,0.40366843342781067,0.28164833784103394,0.4415815472602844,0.3838768005371094,0.49211132526397705
健康,0.34922754764556885,0.40429142117500305,0.4157264232635498,0.4499688744544983,0.37975990772247314,0.4749828279018402,0.3615792393684387,0.4420277774333954,0.2642706334590912,0.4872851073741913,0.25046369433403015,0.26289236545562744,0.4699401259422302,0.5882534980773926,0.45163610577583313,0.2593945860862732,0.4022367298603058,0.5823171138763428,0.37873175740242004,0.36447328329086304
