AREA,社區,環境,計劃,討論,空間,居民,團隊,課程,韌性,南港,議題,來源,農園,透過,舊莊,規劃,舊莊國小,店仔口,社羣,發展
災害,0.38915911316871643,0.46808987855911255,0.45556560158729553,0.41914495825767517,0.3904000222682953,0.4085971713066101,0.3305222690105438,0.2987237870693207,0.4134352505207062,0.3376102149486542,0.5422470569610596,0.4466714859008789,0.321303129196167,0.4807078242301941,0.4680437445640564,0.4213312864303589,0.32932358980178833,0.37193387746810913,0.4135398268699646,0.4865877628326416
維生基礎設施,0.521868109703064,0.6221895217895508,0.5037741661071777,0.3812662363052368,0.44958996772766113,0.5277447700500488,0.22004911303520203,0.34855473041534424,0.4352351129055023,0.31546783447265625,0.4542507529258728,0.40870189666748047,0.3732491731643677,0.36860162019729614,0.35730400681495667,0.5077062845230103,0.2579658627510071,0.21265986561775208,0.5192849040031433,0.5293256044387817
水資源,0.335709810256958,0.5211246609687805,0.3599156141281128,0.32244735956192017,0.32280397415161133,0.3063545525074005,0.26112866401672363,0.2804920971393585,0.3233420252799988,0.41277018189430237,0.38841378688812256,0.4627590477466583,0.3532887101173401,0.34768640995025635,0.29988858103752136,0.33588576316833496,0.21302969753742218,0.18031015992164612,0.34213054180145264,0.3871855139732361
土地使用,0.45539408922195435,0.554588794708252,0.3658277988433838,0.3964296579360962,0.5447160601615906,0.5041972994804382,0.24109980463981628,0.3685043752193451,0.30736881494522095,0.36211007833480835,0.5023030042648315,0.4174886643886566,0.6026513576507568,0.36660099029541016,0.4645732045173645,0.3794124722480774,0.3376188278198242,0.2102416306734085,0.4401780664920807,0.46632105112075806
海岸,0.2862410843372345,0.42868679761886597,0.40914207696914673,0.39973175525665283,0.3696734607219696,0.3222678303718567,0.32579249143600464,0.3373301029205322,0.306177020072937,0.6118335127830505,0.4479135274887085,0.36348116397857666,0.3426160216331482,0.4016626477241516,0.4358586072921753,0.38991618156433105,0.33103156089782715,0.32523858547210693,0.299517959356308,0.40114420652389526
能源,0.3110165596008301,0.5104483366012573,0.39446595311164856,0.43167635798454285,0.3790556788444519,0.28052276372909546,0.3284012973308563,0.331403911113739,0.43425416946411133,0.19176054000854492,0.4853200316429138,0.4661453068256378,0.34965750575065613,0.44441506266593933,0.3626871109008789,0.36532536149024963,0.272746205329895,0.3021135628223419,0.3305530250072479,0.45478570461273193
農業生產,0.3151203691959381,0.38699474930763245,0.3343876004219055,0.2553156912326813,0.21858029067516327,0.29379069805145264,0.31789812445640564,0.335279256105423,0.18778851628303528,0.20298069715499878,0.35245856642723083,0.4040062427520752,0.7613744735717773,0.28691285848617554,0.31871286034584045,0.34633660316467285,0.2112259864807129,0.19378769397735596,0.30646422505378723,0.48312777280807495
生物多樣性,0.4856632947921753,0.5834065079689026,0.3346099853515625,0.34099534153938293,0.33488619327545166,0.3708319067955017,0.29067015647888184,0.34555327892303467,0.3555704355239868,0.23887145519256592,0.44281816482543945,0.49211132526397705,0.5179843902587891,0.32658666372299194,0.3570421636104584,0.31257152557373047,0.2713579535484314,0.2796998620033264,0.49826332926750183,0.4299815595149994
健康,0.40429142117500305,0.46215927600860596,0.3862272799015045,0.442278653383255,0.25100210309028625,0.4157264232635498,0.34344473481178284,0.383603572845459,0.4764614403247833,0.23826347291469574,0.5882534980773926,0.36447328329086304,0.35707947611808777,0.402728796005249,0.38310515880584717,0.355509877204895,0.27116313576698303,0.27708929777145386,0.4225717782974243,0.4695588946342468
