AREA,廚餘,回收,教育,有機,堆肥,蔬果,資源,焚化爐,公噸,種植,教室,海報,減少,萬,利用,環境,學童,https,動機,創意
災害,0.228261798620224,0.34474802017211914,0.24778752028942108,0.14261382818222046,0.32565438747406006,0.24293334782123566,0.43509775400161743,0.35071825981140137,0.3434141278266907,0.3458850085735321,0.20678049325942993,0.3328448235988617,0.4282877445220947,0.5179479122161865,0.32611292600631714,0.46808987855911255,0.36299705505371094,0.2554238438606262,0.37119561433792114,0.3952447474002838
維生基礎設施,0.22583791613578796,0.3798232078552246,0.3331201374530792,0.3644397556781769,0.41655173897743225,0.30177390575408936,0.6092875003814697,0.23849685490131378,0.2702650725841522,0.443378210067749,0.20680871605873108,0.2848002016544342,0.2792123258113861,0.3452059030532837,0.371685653924942,0.6221895217895508,0.24035443365573883,0.36143141984939575,0.29513755440711975,0.43250763416290283
水資源,0.19514483213424683,0.39632731676101685,0.2707715928554535,0.34129342436790466,0.4519529938697815,0.36292141675949097,0.5464349985122681,0.23490796983242035,0.3638871908187866,0.36245861649513245,0.14057478308677673,0.17347949743270874,0.3243991434574127,0.3539884686470032,0.34016475081443787,0.5211246609687805,0.2292037010192871,0.19330698251724243,0.2752954959869385,0.3234765827655792
土地使用,0.2075834721326828,0.3808639943599701,0.36753422021865845,0.27642107009887695,0.6128845810890198,0.3144456744194031,0.5557236075401306,0.1540430337190628,0.4264768958091736,0.5229507684707642,0.1848374456167221,0.1801762580871582,0.3509494662284851,0.3932570517063141,0.5120334625244141,0.554588794708252,0.3019677400588989,0.2406117022037506,0.3642181158065796,0.3736950159072876
海岸,0.31841593980789185,0.28973862528800964,0.30060040950775146,0.21981817483901978,0.27388185262680054,0.34891894459724426,0.4073321223258972,0.25075840950012207,0.27230557799339294,0.3151320219039917,0.18862004578113556,0.3033711910247803,0.30813801288604736,0.5026063919067383,0.31576502323150635,0.42868679761886597,0.31979820132255554,0.31759166717529297,0.31312403082847595,0.3817000389099121
能源,0.3576364517211914,0.30362045764923096,0.31656530499458313,0.33026060461997986,0.28564614057540894,0.2859853506088257,0.553524374961853,0.5218333005905151,0.3707033395767212,0.4112841486930847,0.21879762411117554,0.28447645902633667,0.336411714553833,0.4698449373245239,0.45875200629234314,0.5104483366012573,0.3232156038284302,0.2611563205718994,0.4254155457019806,0.47909414768218994
農業生產,0.5300325155258179,0.32937806844711304,0.3430149555206299,0.472436785697937,0.7221227884292603,0.6387057304382324,0.39692074060440063,0.31737619638442993,0.3172052502632141,0.6709571480751038,0.20881789922714233,0.13312536478042603,0.2673405706882477,0.32666337490081787,0.2989572286605835,0.38699474930763245,0.2619530260562897,0.0636950209736824,0.25469547510147095,0.30450502038002014
生物多樣性,0.18602707982063293,0.3210502862930298,0.32785698771476746,0.4365859925746918,0.3473886549472809,0.4940679371356964,0.5442529320716858,0.12370305508375168,0.25767725706100464,0.5107771754264832,0.18613576889038086,0.24992123246192932,0.26746535301208496,0.4164103865623474,0.2796568274497986,0.5834065079689026,0.27162009477615356,0.3222080171108246,0.3374689817428589,0.3838768005371094
健康,0.2769652009010315,0.19523389637470245,0.37308943271636963,0.39922595024108887,0.23741301894187927,0.42306259274482727,0.47279900312423706,0.20358683168888092,0.22675439715385437,0.3379579782485962,0.26660075783729553,0.25614115595817566,0.36360472440719604,0.48247629404067993,0.43638086318969727,0.46215927600860596,0.4049268662929535,0.23789861798286438,0.4528483748435974,0.37873175740242004
