AREA,早餐,社區,校園,孩子,企劃,用餐,食物,學校,教育,學習,店,減塑,志工,時間,學生,學童,吃,通學,目標,健康的
災害,0.14061735570430756,0.38915911316871643,0.30572980642318726,0.39334994554519653,0.5140282511711121,0.26595339179039,0.2820052206516266,0.3320145905017853,0.24778752028942108,0.3252521753311157,0.2911206781864166,0.538030207157135,0.40649309754371643,0.3551712930202484,0.29352855682373047,0.36299705505371094,0.3072296679019928,0.3216511607170105,0.41542699933052063,0.27152320742607117
維生基礎設施,0.08199372887611389,0.521868109703064,0.37988847494125366,0.1896328628063202,0.4885454773902893,0.2071605622768402,0.2772201597690582,0.3096281588077545,0.3331201374530792,0.3465978503227234,0.28694260120391846,0.4377455711364746,0.4089221954345703,0.25079602003097534,0.26927539706230164,0.24035443365573883,0.23112738132476807,0.307846337556839,0.41706424951553345,0.3708937168121338
水資源,0.1037810891866684,0.335709810256958,0.2750292718410492,0.21704581379890442,0.3800773322582245,0.2189362347126007,0.3170665502548218,0.29532885551452637,0.2707715928554535,0.28358569741249084,0.2389119267463684,0.36863937973976135,0.259051114320755,0.1756715029478073,0.23507356643676758,0.2292037010192871,0.26609036326408386,0.2716912031173706,0.3305683135986328,0.31885209679603577
土地使用,0.1438271403312683,0.45539408922195435,0.3738269507884979,0.28982770442962646,0.45001330971717834,0.195712149143219,0.2506519556045532,0.3818526268005371,0.36753422021865845,0.36001747846603394,0.3023991584777832,0.45942044258117676,0.2946791648864746,0.2836962938308716,0.25846514105796814,0.3019677400588989,0.2533377408981323,0.34266364574432373,0.4444708228111267,0.200290709733963
海岸,0.24292132258415222,0.2862410843372345,0.3325587213039398,0.33516064286231995,0.4505389332771301,0.3372853398323059,0.38433802127838135,0.35477733612060547,0.30060040950775146,0.3080999255180359,0.3255864977836609,0.4292249083518982,0.25558435916900635,0.31710880994796753,0.2766469419002533,0.31979820132255554,0.3578004837036133,0.3522918224334717,0.42566925287246704,0.30994629859924316
能源,0.19533255696296692,0.3110165596008301,0.2675352394580841,0.345910906791687,0.4849245250225067,0.2595725655555725,0.34053391218185425,0.2999349534511566,0.31656530499458313,0.3358360528945923,0.3117389976978302,0.45468151569366455,0.2605210244655609,0.33933553099632263,0.31599608063697815,0.3232156038284302,0.2994344234466553,0.27991679310798645,0.4299647808074951,0.41027379035949707
農業生產,0.27509990334510803,0.3151203691959381,0.2599388360977173,0.25092706084251404,0.3942435383796692,0.30311623215675354,0.4908079504966736,0.31085628271102905,0.3430149555206299,0.2827659845352173,0.28068286180496216,0.3697083294391632,0.17265230417251587,0.1954188048839569,0.2053917646408081,0.2619530260562897,0.3058602809906006,0.2875456213951111,0.32975003123283386,0.253700852394104
生物多樣性,0.08258062601089478,0.4856632947921753,0.30880945920944214,0.24746963381767273,0.41007840633392334,0.20403707027435303,0.38582634925842285,0.2991080582141876,0.32785698771476746,0.3442564010620117,0.3448183536529541,0.35840222239494324,0.3176477551460266,0.21005597710609436,0.25464731454849243,0.27162009477615356,0.27741479873657227,0.27848750352859497,0.2848167419433594,0.3311060667037964
健康,0.3082391321659088,0.40429142117500305,0.2533062994480133,0.4064582586288452,0.4425427317619324,0.39376533031463623,0.4528443217277527,0.3736565113067627,0.37308943271636963,0.3956882357597351,0.2833954393863678,0.3722938895225525,0.4180799722671509,0.2854815125465393,0.3333203196525574,0.4049268662929535,0.4516910910606384,0.36461883783340454,0.4242408871650696,0.9109923839569092
