AREA,ns,❖,–,However,tructionmaterials,truction,Co,tructionrelatedactivities,Motivation,piration,Manju,InternationalJournalofChemTechResearch,LosAngelesabrasiontest,Manjuetal,India,tructionandBuildingMaterials,Vol,particularlyintheurbanareabothindevelopedanddevelopingcountries,Theproblemofsolidwastesespeciallyplasticwasteskeepsonincreasingastheamountofplasticwastesgeneratedondailybasisisveryalarmingandtheseplasticwasteslittertheenvironment,Plasticdisposalhasbecomeabigthreattotheenvironmenti
災害,0.43958258628845215,0.371681809425354,0.5262465476989746,0.5468336343765259,0.32405710220336914,0.4439000189304352,0.5385805368423462,0.38329392671585083,0.2445787638425827,0.4341106414794922,0.3135133981704712,0.2655799388885498,0.21474768221378326,0.3036179840564728,0.21381844580173492,0.28299444913864136,0.3972557485103607,0.2868473529815674,0.21505209803581238,0.18052348494529724
維生基礎設施,0.38086920976638794,0.24116791784763336,0.36874595284461975,0.29627087712287903,0.259654700756073,0.19172954559326172,0.4040427505970001,0.20858830213546753,0.3127419650554657,0.26728957891464233,0.14752528071403503,0.2866898775100708,0.11877280473709106,0.1526719331741333,0.17648012936115265,0.3088527023792267,0.28915196657180786,0.3401779532432556,0.3109278678894043,0.3874446749687195
水資源,0.35142403841018677,0.21536655724048615,0.3632450997829437,0.3442875146865845,0.1451072096824646,0.13852611184120178,0.41875696182250977,0.11405251175165176,0.23298504948616028,0.30457690358161926,0.21896515786647797,0.18725726008415222,0.1459437906742096,0.21575509011745453,0.20843693614006042,0.14777402579784393,0.272869348526001,0.3014754354953766,0.29909923672676086,0.3843717575073242
土地使用,0.4473811089992523,0.2607962489128113,0.40123865008354187,0.338184654712677,0.2090589851140976,0.29041096568107605,0.4646393358707428,0.22166970372200012,0.23519009351730347,0.27371805906295776,0.24686072766780853,0.21708986163139343,0.10207146406173706,0.21602381765842438,0.29154905676841736,0.2596663236618042,0.3118988573551178,0.42184942960739136,0.1783044934272766,0.24217799305915833
海岸,0.47144991159439087,0.38407444953918457,0.4894675314426422,0.4054683446884155,0.25827163457870483,0.3331541419029236,0.5085245370864868,0.23009534180164337,0.23918166756629944,0.5264536142349243,0.32207930088043213,0.18243348598480225,0.17747610807418823,0.30551677942276,0.1873924434185028,0.20873451232910156,0.31824707984924316,0.1779288947582245,0.15543140470981598,0.22760388255119324
能源,0.43128591775894165,0.31909480690956116,0.4666912257671356,0.3849911093711853,0.1437438428401947,0.1350623220205307,0.47991418838500977,0.13512709736824036,0.4764230251312256,0.33499327301979065,0.2287522703409195,0.21996666491031647,0.12990280985832214,0.2509186267852783,0.23415863513946533,0.16680939495563507,0.41217824816703796,0.1851588934659958,0.20423969626426697,0.1981409788131714
農業生產,0.37486064434051514,0.18278361856937408,0.31266677379608154,0.24487847089767456,0.0022406578063964844,0.11192358285188675,0.38737916946411133,0.045214828103780746,0.19786062836647034,0.09918585419654846,0.19145536422729492,0.10532683879137039,0.07689476758241653,0.11469630897045135,0.3538973033428192,0.12946335971355438,0.2168419361114502,0.361488938331604,0.177189901471138,0.13124196231365204
生物多樣性,0.3752484619617462,0.33308127522468567,0.38693922758102417,0.34452417492866516,0.11315422505140305,0.14735090732574463,0.44135603308677673,0.13180747628211975,0.2739829123020172,0.250734806060791,0.17278054356575012,0.26955193281173706,0.24365763366222382,0.16582712531089783,0.24120259284973145,0.11247100681066513,0.30559414625167847,0.3806731700897217,0.3172174096107483,0.30296868085861206
健康,0.46150708198547363,0.3352595269680023,0.5079232454299927,0.4496925473213196,0.0804920345544815,0.16022051870822906,0.5205562114715576,0.15075165033340454,0.4130627512931824,0.3167901933193207,0.3003983497619629,0.18484458327293396,0.3626648187637329,0.364568829536438,0.2776668965816498,0.05146905034780502,0.28737378120422363,0.24586603045463562,0.16384780406951904,0.09915345162153244
