AREA,食物,早餐,袋,環保,店,碳,一次性,容器,餐具,年,塑膠,減少,杯,吸管,排放量,E5,環保署,免洗餐具,KG,自備
災害,0.2820052206516266,0.14061735570430756,0.23935911059379578,0.46811357140541077,0.2911206781864166,0.28908103704452515,0.4014023542404175,0.30074235796928406,0.2928290367126465,0.40408456325531006,0.25823119282722473,0.4282877445220947,0.4058566689491272,0.4157796800136566,0.373717725276947,0.25260570645332336,0.4898218512535095,0.2586524486541748,0.22888796031475067,0.4399302005767822
維生基礎設施,0.2772201597690582,0.08199372887611389,0.22335226833820343,0.6495289206504822,0.28694260120391846,0.4046599566936493,0.314402312040329,0.35789361596107483,0.25729671120643616,0.33390992879867554,0.3328670859336853,0.2792123258113861,0.2571958899497986,0.25190702080726624,0.3891425132751465,0.23743459582328796,0.5702201128005981,0.20691680908203125,0.22674182057380676,0.40312886238098145
水資源,0.3170665502548218,0.1037810891866684,0.29590529203414917,0.5983588099479675,0.2389119267463684,0.3243924379348755,0.2578527331352234,0.5680813193321228,0.30201372504234314,0.2832065224647522,0.29402977228164673,0.3243991434574127,0.42693614959716797,0.41633886098861694,0.389572411775589,0.1756713092327118,0.5136324167251587,0.3501442074775696,0.2783125936985016,0.3055829107761383
土地使用,0.2506519556045532,0.1438271403312683,0.33790647983551025,0.553955614566803,0.3023991584777832,0.3028672933578491,0.2837574779987335,0.3507964611053467,0.21253547072410583,0.3385356664657593,0.2736988067626953,0.3509494662284851,0.23064762353897095,0.2507789731025696,0.3736993372440338,0.19357258081436157,0.5130321383476257,0.1653841733932495,0.2973061800003052,0.36514729261398315
海岸,0.38433802127838135,0.24292132258415222,0.28869950771331787,0.460406094789505,0.3255864977836609,0.2248155176639557,0.36745813488960266,0.2963200509548187,0.381156861782074,0.3889019191265106,0.2936275005340576,0.30813801288604736,0.39070698618888855,0.27025988698005676,0.3055780529975891,0.2712544798851013,0.46003440022468567,0.24781091511249542,0.15867820382118225,0.41385436058044434
能源,0.34053391218185425,0.19533255696296692,0.21449045836925507,0.5826725959777832,0.3117389976978302,0.5036110877990723,0.3179563581943512,0.30220603942871094,0.27815496921539307,0.4217373728752136,0.2536272406578064,0.336411714553833,0.3920925259590149,0.30960676074028015,0.6238480806350708,0.25349465012550354,0.4697147011756897,0.21684417128562927,0.4136233627796173,0.4208933711051941
農業生產,0.4908079504966736,0.27509990334510803,0.21557828783988953,0.47309768199920654,0.28068286180496216,0.25117427110671997,0.23004648089408875,0.3124693036079407,0.3577009439468384,0.29983943700790405,0.1866624355316162,0.2673405706882477,0.20884138345718384,0.1828441619873047,0.34801560640335083,0.20504747331142426,0.3997858762741089,0.25365447998046875,0.26246121525764465,0.27617430686950684
生物多樣性,0.38582634925842285,0.08258062601089478,0.21915146708488464,0.7440668344497681,0.3448183536529541,0.37990841269493103,0.26053908467292786,0.2539699077606201,0.27078327536582947,0.34564322233200073,0.20770904421806335,0.26746535301208496,0.31390008330345154,0.23777246475219727,0.34564775228500366,0.16193048655986786,0.6059545278549194,0.17308230698108673,0.2617376446723938,0.33237582445144653
健康,0.4528443217277527,0.3082391321659088,0.2767083942890167,0.5159387588500977,0.2833954393863678,0.25131094455718994,0.321026474237442,0.23707720637321472,0.35027047991752625,0.4208764135837555,0.20581229031085968,0.36360472440719604,0.43637341260910034,0.3841855227947235,0.3726860582828522,0.17522785067558289,0.5202716588973999,0.34364053606987,0.3080841898918152,0.4859369993209839
