AREA,大衆,孩子,E5,PM2,創意,社會,空,污,tw,危害,影響,學習,公民,設計,E7,界定,動機,特色,亮點,作品
災害,0.4907108545303345,0.39334994554519653,0.25260570645332336,0.17211425304412842,0.3952447474002838,0.44110000133514404,0.49812719225883484,0.6030758619308472,0.3434748947620392,0.6718326807022095,0.5689759850502014,0.3252521753311157,0.3475424349308014,0.3415527939796448,0.23218967020511627,0.410678505897522,0.37119561433792114,0.4219692647457123,0.37222912907600403,0.48558831214904785
維生基礎設施,0.41164669394493103,0.1896328628063202,0.23743459582328796,0.133595272898674,0.43250763416290283,0.5015769600868225,0.32947027683258057,0.3157913088798523,0.26562243700027466,0.3995823264122009,0.39111781120300293,0.3465978503227234,0.38246846199035645,0.47299736738204956,0.15830376744270325,0.3529924750328064,0.29513755440711975,0.41239720582962036,0.2635895907878876,0.44809770584106445
水資源,0.3543089032173157,0.21704581379890442,0.1756713092327118,0.20308730006217957,0.3234765827655792,0.373152494430542,0.3346403241157532,0.4023821949958801,0.2270510345697403,0.2809278666973114,0.33015334606170654,0.28358569741249084,0.2555401921272278,0.3158000707626343,0.1461372971534729,0.34064316749572754,0.2752954959869385,0.3854185938835144,0.2791382074356079,0.36070746183395386
土地使用,0.4415039122104645,0.28982770442962646,0.19357258081436157,0.06051354110240936,0.3736950159072876,0.4620899260044098,0.4361385405063629,0.4069431722164154,0.2356380671262741,0.3286694288253784,0.4278988242149353,0.36001747846603394,0.4781089127063751,0.39677923917770386,0.15712739527225494,0.4460739493370056,0.3642181158065796,0.4224745035171509,0.27320000529289246,0.4587956368923187
海岸,0.42897742986679077,0.33516064286231995,0.2712544798851013,0.06142900511622429,0.3817000389099121,0.33093810081481934,0.5024489760398865,0.3925076127052307,0.2857785224914551,0.3633957505226135,0.40150320529937744,0.3080999255180359,0.25827929377555847,0.33068883419036865,0.27375510334968567,0.3951222896575928,0.31312403082847595,0.4222995638847351,0.42741936445236206,0.38447460532188416
能源,0.4393572211265564,0.345910906791687,0.25349465012550354,0.24980773031711578,0.47909414768218994,0.4060276746749878,0.4511667490005493,0.33596229553222656,0.3712567090988159,0.4509134590625763,0.5115944147109985,0.3358360528945923,0.19553056359291077,0.43317246437072754,0.25120848417282104,0.40656358003616333,0.4254155457019806,0.4498414993286133,0.4896351993083954,0.5139668583869934
農業生產,0.2939949631690979,0.25092706084251404,0.20504747331142426,0.03157145529985428,0.30450502038002014,0.36610546708106995,0.30109870433807373,0.3443547487258911,0.17353811860084534,0.20289325714111328,0.25273600220680237,0.2827659845352173,0.2509644031524658,0.29958653450012207,0.17293182015419006,0.37172287702560425,0.25469547510147095,0.30752652883529663,0.24311652779579163,0.4028945565223694
生物多樣性,0.3982531428337097,0.24746963381767273,0.16193048655986786,0.0985340103507042,0.3838768005371094,0.47786179184913635,0.34415698051452637,0.356108695268631,0.29023048281669617,0.4056958556175232,0.37574827671051025,0.3442564010620117,0.24236507713794708,0.329600989818573,0.16108420491218567,0.35819658637046814,0.3374689817428589,0.5224579572677612,0.29438167810440063,0.34317702054977417
健康,0.44836676120758057,0.4064582586288452,0.17522785067558289,0.2884140610694885,0.37873175740242004,0.5258466601371765,0.4434751272201538,0.42529335618019104,0.33354708552360535,0.49288666248321533,0.4749828279018402,0.3956882357597351,0.3945627212524414,0.25046369433403015,0.1746606081724167,0.4026656448841095,0.4528483748435974,0.4819633364677429,0.40175527334213257,0.4699401259422302
