AREA,災害,防災,遊戲,應變,知識,便利,貼,發生,時,意識,方式,國小,應,學生,相關,孩童,提高,利用,颱風,小隊
災害,0.9817854762077332,0.8144198060035706,0.3720821738243103,0.5136934518814087,0.3168679475784302,0.41963714361190796,0.5124951004981995,0.5607390403747559,0.5012270212173462,0.3475119471549988,0.4409176707267761,0.44979628920555115,0.5101319551467896,0.29352855682373047,0.5590009689331055,0.3561764061450958,0.4027951955795288,0.32611292600631714,0.6356565952301025,0.494121253490448
維生基礎設施,0.4052407741546631,0.5078314542770386,0.2940475344657898,0.43892979621887207,0.31228411197662354,0.4580285847187042,0.36796221137046814,0.24617667496204376,0.30020949244499207,0.3136172294616699,0.4295647144317627,0.3253163993358612,0.3517224192619324,0.26927539706230164,0.44834086298942566,0.19046582281589508,0.3687945604324341,0.371685653924942,0.2715262472629547,0.35954976081848145
水資源,0.33218130469322205,0.3992927074432373,0.24799399077892303,0.32702481746673584,0.31029099225997925,0.3786323070526123,0.32136276364326477,0.24316981434822083,0.29042842984199524,0.2774774134159088,0.37601739168167114,0.3114579916000366,0.32346823811531067,0.23507356643676758,0.3736402988433838,0.206319198012352,0.2729072868824005,0.34016475081443787,0.3295867443084717,0.3302941918373108
土地使用,0.3233065903186798,0.42538219690322876,0.3241700530052185,0.41788187623023987,0.3804433047771454,0.43626338243484497,0.3970308303833008,0.3144038915634155,0.38314321637153625,0.2988502085208893,0.45951569080352783,0.3927919566631317,0.39829322695732117,0.25846514105796814,0.46673405170440674,0.2706349790096283,0.31055060029029846,0.5120334625244141,0.2540729343891144,0.38696664571762085
海岸,0.39753782749176025,0.4698917269706726,0.3526790738105774,0.43848085403442383,0.3178635239601135,0.41364359855651855,0.48419320583343506,0.36321505904197693,0.424283504486084,0.3293822407722473,0.4197392165660858,0.4435742199420929,0.46673154830932617,0.2766469419002533,0.4648963510990143,0.2789846658706665,0.3589835464954376,0.31576502323150635,0.49327123165130615,0.45534396171569824
能源,0.33637338876724243,0.4405931830406189,0.38449251651763916,0.44342494010925293,0.3567679524421692,0.4844696521759033,0.4319400191307068,0.3469356894493103,0.41394755244255066,0.3760092258453369,0.41852444410324097,0.3687940239906311,0.4267493486404419,0.31599608063697815,0.47452229261398315,0.2821541428565979,0.4953598380088806,0.45875200629234314,0.36201709508895874,0.42614462971687317
農業生產,0.229884073138237,0.276557594537735,0.22673597931861877,0.32950064539909363,0.26043641567230225,0.296007364988327,0.28661566972732544,0.2750813364982605,0.30355769395828247,0.1478642374277115,0.3388948142528534,0.28615641593933105,0.31066134572029114,0.2053917646408081,0.3581688404083252,0.2329566478729248,0.3139305114746094,0.2989572286605835,0.21559034287929535,0.3300025463104248
生物多樣性,0.36317649483680725,0.4166044294834137,0.2581396698951721,0.36240965127944946,0.35562869906425476,0.3838046193122864,0.37602996826171875,0.2585340440273285,0.31186115741729736,0.35800716280937195,0.35166817903518677,0.38343867659568787,0.3710446357727051,0.25464731454849243,0.43409788608551025,0.2568846344947815,0.2645382881164551,0.2796568274497986,0.3407227694988251,0.40848657488822937
健康,0.34922754764556885,0.5044769048690796,0.3724547326564789,0.49247753620147705,0.43315303325653076,0.5290051698684692,0.47914114594459534,0.31690460443496704,0.4277493357658386,0.45422059297561646,0.4277827739715576,0.40001633763313293,0.48950523138046265,0.3333203196525574,0.5291602611541748,0.3798656463623047,0.423032283782959,0.43638086318969727,0.31087642908096313,0.42566582560539246
