AREA,遊戲,牌,年,玩家,發展,角色,排放量,碳,影響,政府,陣營,民衆,國際,資源,環境,人類,氣體,社會,聯合國,企業
災害,0.3720821738243103,0.3648275136947632,0.40408456325531006,0.30514097213745117,0.4865877628326416,0.4356915056705475,0.373717725276947,0.28908103704452515,0.5689759850502014,0.35155609250068665,0.5153290033340454,0.5043894052505493,0.42899584770202637,0.43509775400161743,0.46808987855911255,0.4431089162826538,0.3440096974372864,0.44110000133514404,0.36735105514526367,0.29456812143325806
維生基礎設施,0.2940475344657898,0.3275044858455658,0.33390992879867554,0.2349873036146164,0.5293256044387817,0.2879571318626404,0.3891425132751465,0.4046599566936493,0.39111781120300293,0.33032095432281494,0.3655475974082947,0.38200533390045166,0.3520120084285736,0.6092875003814697,0.6221895217895508,0.3522683084011078,0.1825898289680481,0.5015769600868225,0.276199609041214,0.39745980501174927
水資源,0.24799399077892303,0.25422003865242004,0.2832065224647522,0.19398389756679535,0.3871855139732361,0.2329801321029663,0.389572411775589,0.3243924379348755,0.33015334606170654,0.2897643744945526,0.27175217866897583,0.3128855526447296,0.31428658962249756,0.5464349985122681,0.5211246609687805,0.32468608021736145,0.3534029722213745,0.373152494430542,0.2996770143508911,0.26811739802360535
土地使用,0.3241700530052185,0.2980750501155853,0.3385356664657593,0.2576785683631897,0.46632105112075806,0.31963595747947693,0.3736993372440338,0.3028672933578491,0.4278988242149353,0.42666029930114746,0.39116716384887695,0.4196188747882843,0.4032227396965027,0.5557236075401306,0.554588794708252,0.3238953649997711,0.22651620209217072,0.4620899260044098,0.326314240694046,0.34279748797416687
海岸,0.3526790738105774,0.3785237669944763,0.3889019191265106,0.3310297131538391,0.40114420652389526,0.3669271767139435,0.3055780529975891,0.2248155176639557,0.40150320529937744,0.20268526673316956,0.4579637050628662,0.40696004033088684,0.4039202928543091,0.4073321223258972,0.42868679761886597,0.3627535104751587,0.23045605421066284,0.33093810081481934,0.3223152458667755,0.27988407015800476
能源,0.38449251651763916,0.37718528509140015,0.4217373728752136,0.3425200581550598,0.45478570461273193,0.31180596351623535,0.6238480806350708,0.5036110877990723,0.5115944147109985,0.26230472326278687,0.41850101947784424,0.3751285970211029,0.35762083530426025,0.553524374961853,0.5104483366012573,0.4191437065601349,0.48979824781417847,0.4060276746749878,0.2619912028312683,0.35023313760757446
農業生產,0.22673597931861877,0.19164595007896423,0.29983943700790405,0.19571584463119507,0.48312777280807495,0.21341809630393982,0.34801560640335083,0.25117427110671997,0.25273600220680237,0.29002708196640015,0.3032936751842499,0.2682610750198364,0.30503877997398376,0.39692074060440063,0.38699474930763245,0.27957913279533386,0.2288181185722351,0.36610546708106995,0.23420685529708862,0.4326944351196289
生物多樣性,0.2581396698951721,0.2344542294740677,0.34564322233200073,0.22266075015068054,0.4299815595149994,0.3374810218811035,0.34564775228500366,0.37990841269493103,0.37574827671051025,0.2103169560432434,0.3655840754508972,0.366148978471756,0.3538551330566406,0.5442529320716858,0.5834065079689026,0.402396559715271,0.17223644256591797,0.47786179184913635,0.3012644350528717,0.28766727447509766
健康,0.3724547326564789,0.3370211124420166,0.4208764135837555,0.34774360060691833,0.4695588946342468,0.3854624629020691,0.3726860582828522,0.25131094455718994,0.4749828279018402,0.2772608995437622,0.41629818081855774,0.45842444896698,0.3762413561344147,0.47279900312423706,0.46215927600860596,0.5020055770874023,0.2962888479232788,0.5258466601371765,0.30206209421157837,0.3320390582084656
