AREA,FSC,企業,活動,認證,森林,相關,木材,社羣,做,臺灣,民衆,團隊,閃,故事,環境,宣傳,方式,增加,推廣,議題
災害,0.19661235809326172,0.29456812143325806,0.44045355916023254,0.2205612063407898,0.4533468782901764,0.5590009689331055,0.3118586540222168,0.4135398268699646,0.3532046377658844,0.2596859931945801,0.5043894052505493,0.3305222690105438,0.49094241857528687,0.5548233389854431,0.46808987855911255,0.37642979621887207,0.4409176707267761,0.36748892068862915,0.43604952096939087,0.5422470569610596
維生基礎設施,0.3629828691482544,0.39745980501174927,0.506548285484314,0.3566608428955078,0.3994690179824829,0.44834086298942566,0.3454827666282654,0.5192849040031433,0.2891297936439514,0.260256826877594,0.38200533390045166,0.22004911303520203,0.27466344833374023,0.31713980436325073,0.6221895217895508,0.29273030161857605,0.4295647144317627,0.31524014472961426,0.4947718679904938,0.4542507529258728
水資源,0.20218151807785034,0.26811739802360535,0.3215945065021515,0.2323370724916458,0.34211164712905884,0.3736402988433838,0.2919618487358093,0.34213054180145264,0.25373589992523193,0.2272779941558838,0.3128855526447296,0.26112866401672363,0.3065856695175171,0.22719606757164001,0.5211246609687805,0.2008017599582672,0.37601739168167114,0.25788968801498413,0.3299061059951782,0.38841378688812256
土地使用,0.24908548593521118,0.34279748797416687,0.43938392400741577,0.32749155163764954,0.4474549889564514,0.46673405170440674,0.3430238962173462,0.4401780664920807,0.34053629636764526,0.3226916790008545,0.4196188747882843,0.24109980463981628,0.31477057933807373,0.23873969912528992,0.554588794708252,0.2655719220638275,0.45951569080352783,0.26247596740722656,0.43320101499557495,0.5023030042648315
海岸,0.4013402462005615,0.27988407015800476,0.41444963216781616,0.2899133861064911,0.3556811809539795,0.4648963510990143,0.3128761351108551,0.299517959356308,0.368547260761261,0.4483846426010132,0.40696004033088684,0.32579249143600464,0.48364773392677307,0.37124693393707275,0.42868679761886597,0.2927142381668091,0.4197392165660858,0.30390849709510803,0.42477115988731384,0.4479135274887085
能源,0.23083366453647614,0.35023313760757446,0.5322551727294922,0.2221793830394745,0.3824422359466553,0.47452229261398315,0.33595287799835205,0.3305530250072479,0.3505445718765259,0.2039240002632141,0.3751285970211029,0.3284012973308563,0.46477803587913513,0.40874677896499634,0.5104483366012573,0.3519439995288849,0.41852444410324097,0.4374179542064667,0.49779966473579407,0.4853200316429138
農業生產,0.24383392930030823,0.4326944351196289,0.36104685068130493,0.27624547481536865,0.33359625935554504,0.3581688404083252,0.3265620768070221,0.30646422505378723,0.27249282598495483,0.20107713341712952,0.2682610750198364,0.31789812445640564,0.2743246555328369,0.23182393610477448,0.38699474930763245,0.17776259779930115,0.3388948142528534,0.2997218370437622,0.39085501432418823,0.35245856642723083
生物多樣性,0.22661694884300232,0.28766727447509766,0.3830307722091675,0.2964508533477783,0.6568530201911926,0.43409788608551025,0.3327031135559082,0.49826332926750183,0.2444983869791031,0.2096436619758606,0.366148978471756,0.29067015647888184,0.36859387159347534,0.3799050450325012,0.5834065079689026,0.2593171000480652,0.35166817903518677,0.244090273976326,0.3657503128051758,0.44281816482543945
健康,0.2811536192893982,0.3320390582084656,0.5388749241828918,0.3582773208618164,0.2902897596359253,0.5291602611541748,0.24263522028923035,0.4225717782974243,0.33374032378196716,0.26289236545562744,0.45842444896698,0.34344473481178284,0.46660059690475464,0.3926408290863037,0.46215927600860596,0.3201947808265686,0.4277827739715576,0.35529303550720215,0.4820839762687683,0.5882534980773926
