AREA,發電,板,電力,球場,創意,能源,年,大專院校,踩踏,實作,競賽,企劃書,利用,約,照明,效益,臺灣,地磚,動能,瓦
災害,0.3339056372642517,0.3307756781578064,0.3393350839614868,0.4187833368778229,0.3952447474002838,0.3048574924468994,0.40408456325531006,0.243097186088562,0.32470017671585083,0.3833026885986328,0.39503443241119385,0.49281045794487,0.32611292600631714,0.5177708864212036,0.29106855392456055,0.4025671184062958,0.2596859931945801,0.353060781955719,0.4023144245147705,0.5295023918151855
維生基礎設施,0.38942986726760864,0.3121110796928406,0.35930532217025757,0.3312157988548279,0.43250763416290283,0.4671080410480499,0.33390992879867554,0.31974416971206665,0.325788676738739,0.3829098641872406,0.23949767649173737,0.4517221748828888,0.371685653924942,0.3249351978302002,0.25617551803588867,0.43678680062294006,0.260256826877594,0.4789665937423706,0.3855164647102356,0.3920246958732605
水資源,0.3467769920825958,0.30984973907470703,0.34469789266586304,0.29929694533348083,0.3234765827655792,0.36399173736572266,0.2832065224647522,0.24706774950027466,0.2027275413274765,0.2717079818248749,0.22374743223190308,0.3423956632614136,0.34016475081443787,0.3402252793312073,0.18485599756240845,0.3241841495037079,0.2272779941558838,0.33859533071517944,0.29708677530288696,0.43639999628067017
土地使用,0.34575748443603516,0.345805287361145,0.3054240345954895,0.4828406572341919,0.3736950159072876,0.2883723974227905,0.3385356664657593,0.28221485018730164,0.29073959589004517,0.35207223892211914,0.3145919442176819,0.4169554114341736,0.5120334625244141,0.3747539520263672,0.20455649495124817,0.3940940499305725,0.3226916790008545,0.47478699684143066,0.36235737800598145,0.42427143454551697
海岸,0.16422253847122192,0.48637279868125916,0.18104079365730286,0.4271116554737091,0.3817000389099121,0.23419930040836334,0.3889019191265106,0.2977529764175415,0.35601526498794556,0.3411875069141388,0.2846885323524475,0.43869730830192566,0.31576502323150635,0.512999951839447,0.2983882427215576,0.3273729979991913,0.4483846426010132,0.29825085401535034,0.43181419372558594,0.480584055185318
能源,0.7564096450805664,0.3651829659938812,0.8003426790237427,0.3973371088504791,0.47909414768218994,0.9999999403953552,0.4217373728752136,0.24745231866836548,0.4416690766811371,0.41024917364120483,0.3719750642776489,0.4352381229400635,0.45875200629234314,0.4309401214122772,0.48940664529800415,0.5131334662437439,0.2039240002632141,0.4133138656616211,0.6105393171310425,0.520904541015625
農業生產,0.33846336603164673,0.2617029547691345,0.30524635314941406,0.35617923736572266,0.30450502038002014,0.3146727383136749,0.29983943700790405,0.2334819883108139,0.22360612452030182,0.2631932199001312,0.22058120369911194,0.34322449564933777,0.2989572286605835,0.2998795807361603,0.17419975996017456,0.33424657583236694,0.20107713341712952,0.2479744851589203,0.28028181195259094,0.31214502453804016
生物多樣性,0.21248000860214233,0.26602107286453247,0.21294012665748596,0.3455609381198883,0.3838768005371094,0.3360963463783264,0.34564322233200073,0.3206489384174347,0.2729354202747345,0.32265931367874146,0.28856170177459717,0.3723266124725342,0.2796568274497986,0.39575886726379395,0.19047226011753082,0.3078513741493225,0.2096436619758606,0.24568715691566467,0.3188849687576294,0.4007059931755066
健康,0.26203182339668274,0.3519558310508728,0.275088906288147,0.35623568296432495,0.37873175740242004,0.3740665316581726,0.4208764135837555,0.269994854927063,0.35495179891586304,0.34721049666404724,0.2724857032299042,0.41627198457717896,0.43638086318969727,0.48225390911102295,0.23750090599060059,0.5461484789848328,0.26289236545562744,0.1807715743780136,0.43511974811553955,0.4599326550960541
