AREA,杯,環保,HiCUP,垃圾,免洗,合作,系統,一次性,杯子,店家,服務,政府,推動,消費者,政策,校內,希望,提供,計劃,地方
災害,0.4058566689491272,0.46811357140541077,0.22940556704998016,0.5265498161315918,0.5152089595794678,0.3510969579219818,0.35233208537101746,0.4014023542404175,0.3305920362472534,0.2756420373916626,0.3035101890563965,0.35155609250068665,0.3910694718360901,0.19399850070476532,0.3997902274131775,0.3691454231739044,0.45822674036026,0.44837114214897156,0.45556560158729553,0.4491894543170929
維生基礎設施,0.2571958899497986,0.6495289206504822,0.21904468536376953,0.26897573471069336,0.309830904006958,0.38114190101623535,0.38383054733276367,0.314402312040329,0.21284842491149902,0.2808065116405487,0.3816322386264801,0.33032095432281494,0.36906197667121887,0.3035314977169037,0.4573765695095062,0.3278067111968994,0.3375057578086853,0.40441420674324036,0.5037741661071777,0.4529224932193756
水資源,0.42693614959716797,0.5983588099479675,0.2200843095779419,0.35092344880104065,0.3034568130970001,0.2929607629776001,0.3701351284980774,0.2578527331352234,0.4130057692527771,0.22940272092819214,0.3405529856681824,0.2897643744945526,0.2517791986465454,0.28014522790908813,0.31473347544670105,0.2797028124332428,0.26141390204429626,0.3901965618133545,0.3599156141281128,0.3295592665672302
土地使用,0.23064762353897095,0.553955614566803,0.16754059493541718,0.38507986068725586,0.3382185101509094,0.336739718914032,0.3318536877632141,0.2837574779987335,0.15474525094032288,0.2920120060443878,0.3919972777366638,0.42666029930114746,0.384260356426239,0.2731771171092987,0.46924135088920593,0.36320433020591736,0.24218270182609558,0.41560685634613037,0.3658277988433838,0.5825713872909546
海岸,0.39070698618888855,0.460406094789505,0.22042670845985413,0.3820773959159851,0.41656580567359924,0.2839388847351074,0.23622894287109375,0.36745813488960266,0.30806446075439453,0.3205782473087311,0.36290812492370605,0.20268526673316956,0.4129510819911957,0.2404976487159729,0.3478447198867798,0.35943955183029175,0.3434032201766968,0.4372386038303375,0.40914207696914673,0.4859349727630615
能源,0.3920925259590149,0.5826725959777832,0.21884408593177795,0.2970181405544281,0.35603275895118713,0.331074059009552,0.3912867307662964,0.3179563581943512,0.3335046172142029,0.30737173557281494,0.31811606884002686,0.26230472326278687,0.49782794713974,0.3113546073436737,0.3863382935523987,0.3103158473968506,0.3514866828918457,0.4239053726196289,0.39446595311164856,0.3182527422904968
農業生產,0.20884138345718384,0.47309768199920654,0.13038291037082672,0.26345551013946533,0.2337443232536316,0.3072996437549591,0.27374643087387085,0.23004648089408875,0.1427198052406311,0.3324148654937744,0.3056635558605194,0.29002708196640015,0.31211239099502563,0.27624455094337463,0.3517218828201294,0.29686617851257324,0.16278694570064545,0.34623983502388,0.3343876004219055,0.2998201251029968
生物多樣性,0.31390008330345154,0.7440668344497681,0.12173867225646973,0.282373309135437,0.3700280785560608,0.2772427797317505,0.3009205460548401,0.26053908467292786,0.24234136939048767,0.2844720780849457,0.25749126076698303,0.2103169560432434,0.24899449944496155,0.27749642729759216,0.3041102886199951,0.30452215671539307,0.31836003065109253,0.36855819821357727,0.3346099853515625,0.4087800085544586
健康,0.43637341260910034,0.5159387588500977,0.3427099585533142,0.3401425778865814,0.46171626448631287,0.31093400716781616,0.3620700240135193,0.321026474237442,0.3721221089363098,0.2768591046333313,0.49793583154678345,0.2772608995437622,0.35702407360076904,0.3553459942340851,0.46320390701293945,0.38585078716278076,0.40916699171066284,0.47988754510879517,0.3862272799015045,0.3510156273841858
