AREA,素食,蔬食,app,全球,吃,吃素,希望,透過,年,排放,減少,手機,慈濟,活動,碳,推廣,持續,慈青,日,做
災害,0.24655988812446594,0.2562702000141144,0.156099334359169,0.41160234808921814,0.3072296679019928,0.32250362634658813,0.45822674036026,0.4807078242301941,0.40408456325531006,0.38720232248306274,0.4282877445220947,0.19837401807308197,0.5087013244628906,0.44045355916023254,0.28908103704452515,0.43604952096939087,0.4218687415122986,0.4488498568534851,0.4964660406112671,0.3532046377658844
維生基礎設施,0.28637295961380005,0.33597683906555176,0.24907700717449188,0.39257895946502686,0.23112738132476807,0.3118172287940979,0.3375057578086853,0.36860162019729614,0.33390992879867554,0.36829647421836853,0.2792123258113861,0.21202188730239868,0.32870689034461975,0.506548285484314,0.4046599566936493,0.4947718679904938,0.3883114457130432,0.30768758058547974,0.3006479740142822,0.2891297936439514
水資源,0.2709895372390747,0.34809526801109314,0.20859086513519287,0.3058585524559021,0.26609036326408386,0.32785362005233765,0.26141390204429626,0.34768640995025635,0.2832065224647522,0.3682633936405182,0.3243991434574127,0.17065134644508362,0.33538034558296204,0.3215945065021515,0.3243924379348755,0.3299061059951782,0.26606321334838867,0.3010929226875305,0.3308800458908081,0.25373589992523193
土地使用,0.22062525153160095,0.281994104385376,0.23258256912231445,0.426730751991272,0.2533377408981323,0.24671083688735962,0.24218270182609558,0.36660099029541016,0.3385356664657593,0.36251330375671387,0.3509494662284851,0.21602940559387207,0.38901519775390625,0.43938392400741577,0.3028672933578491,0.43320101499557495,0.32528746128082275,0.36567407846450806,0.41170623898506165,0.34053629636764526
海岸,0.3690134286880493,0.3537924885749817,0.20129923522472382,0.413313090801239,0.3578004837036133,0.4028250277042389,0.3434032201766968,0.4016626477241516,0.3889019191265106,0.32626867294311523,0.30813801288604736,0.24392560124397278,0.48362892866134644,0.41444963216781616,0.2248155176639557,0.42477115988731384,0.39630326628685,0.371284157037735,0.5189909934997559,0.368547260761261
能源,0.31236934661865234,0.30702710151672363,0.1848364621400833,0.3767533004283905,0.2994344234466553,0.367125928401947,0.3514866828918457,0.44441506266593933,0.4217373728752136,0.6276391744613647,0.336411714553833,0.25666069984436035,0.409677118062973,0.5322551727294922,0.5036110877990723,0.49779966473579407,0.4028211832046509,0.29721856117248535,0.43407168984413147,0.3505445718765259
農業生產,0.46494260430336,0.5783931016921997,0.13028565049171448,0.28775689005851746,0.3058602809906006,0.42689377069473267,0.16278694570064545,0.28691285848617554,0.29983943700790405,0.34038352966308594,0.2673405706882477,0.0876740962266922,0.33234119415283203,0.36104685068130493,0.25117427110671997,0.39085501432418823,0.24185368418693542,0.2461051344871521,0.3179731070995331,0.27249282598495483
生物多樣性,0.48097696900367737,0.49391448497772217,0.19402581453323364,0.41204553842544556,0.27741479873657227,0.4425889253616333,0.31836003065109253,0.32658666372299194,0.34564322233200073,0.3450024724006653,0.26746535301208496,0.1949908435344696,0.41389065980911255,0.3830307722091675,0.37990841269493103,0.3657503128051758,0.3155890703201294,0.4024031460285187,0.35845306515693665,0.2444983869791031
健康,0.5184437036514282,0.46212249994277954,0.2726176083087921,0.36050134897232056,0.4516910910606384,0.5792645215988159,0.40916699171066284,0.402728796005249,0.4208764135837555,0.3878745436668396,0.36360472440719604,0.2800712287425995,0.5002111196517944,0.5388749241828918,0.25131094455718994,0.4820839762687683,0.38857123255729675,0.5723882913589478,0.4843701720237732,0.33374032378196716
