AREA,cid,⼈,物資,量,⼀,災害,⺠,⽣,地區,來,⾏,行,行,⽇,⽉,⼤,日,月,資訊,年
災害,0.5347798466682434,0.4951499402523041,0.4083516597747803,0.5064647197723389,0.5472283363342285,0.9817854762077332,0.4501965641975403,0.5113850831985474,0.4615286588668823,0.4406781494617462,0.46600645780563354,0.46600645780563354,0.46600645780563354,0.4964660406112671,0.24999921023845673,0.4909982681274414,0.4964660406112671,0.24999921023845673,0.46930572390556335,0.40408456325531006
維生基礎設施,0.4216880798339844,0.3345625400543213,0.46675246953964233,0.40071719884872437,0.3839910626411438,0.4052407741546631,0.27509188652038574,0.46255773305892944,0.47949716448783875,0.2639803886413574,0.3064173460006714,0.3064173460006714,0.3064173460006714,0.3006479740142822,0.1544150412082672,0.280856192111969,0.3006479740142822,0.1544150412082672,0.49220138788223267,0.33390992879867554
水資源,0.36874938011169434,0.3317657709121704,0.4367278814315796,0.4495101571083069,0.3751823902130127,0.33218130469322205,0.27008911967277527,0.3338358998298645,0.4079042077064514,0.23004384338855743,0.28740963339805603,0.28740963339805603,0.28740963339805603,0.3308800458908081,0.16000017523765564,0.29203200340270996,0.3308800458908081,0.16000017523765564,0.4087549149990082,0.2832065224647522
土地使用,0.44004055857658386,0.3731227517127991,0.4426625072956085,0.45893946290016174,0.4181719422340393,0.3233065903186798,0.3110218644142151,0.38396787643432617,0.6885367631912231,0.2668273150920868,0.35643622279167175,0.35643622279167175,0.35643622279167175,0.41170623898506165,0.31511029601097107,0.3489285111427307,0.41170623898506165,0.31511029601097107,0.4348759949207306,0.3385356664657593
海岸,0.4906914532184601,0.4384429454803467,0.37260016798973083,0.43911224603652954,0.49184542894363403,0.39753782749176025,0.435586154460907,0.48061051964759827,0.46184098720550537,0.3788825273513794,0.4019984006881714,0.4019984006881714,0.4019984006881714,0.5189909934997559,0.29084843397140503,0.451492041349411,0.5189909934997559,0.29084843397140503,0.4122518301010132,0.3889019191265106
能源,0.4081534445285797,0.4430069923400879,0.4787798821926117,0.5302752256393433,0.4787610173225403,0.33637338876724243,0.38985756039619446,0.46348029375076294,0.34862077236175537,0.3603138327598572,0.424621045589447,0.424621045589447,0.424621045589447,0.43407168984413147,0.2789401412010193,0.45953816175460815,0.43407168984413147,0.2789401412010193,0.48542290925979614,0.4217373728752136
農業生產,0.35648107528686523,0.29769018292427063,0.35163426399230957,0.38801413774490356,0.3259847164154053,0.229884073138237,0.24326087534427643,0.29844143986701965,0.43428871035575867,0.24382394552230835,0.2760816812515259,0.2760816812515259,0.2760816812515259,0.3179731070995331,0.12340529263019562,0.28757524490356445,0.3179731070995331,0.12340529263019562,0.33300653100013733,0.29983943700790405
生物多樣性,0.39076587557792664,0.3806892931461334,0.4460541903972626,0.4302147626876831,0.40404433012008667,0.36317649483680725,0.37294742465019226,0.4317753314971924,0.48073482513427734,0.2645642161369324,0.3160102069377899,0.3160102069377899,0.3160102069377899,0.35845306515693665,0.15383832156658173,0.3698427677154541,0.35845306515693665,0.15383832156658173,0.4322284460067749,0.34564322233200073
健康,0.4942380487918854,0.4879705607891083,0.4374158978462219,0.4927588701248169,0.513381838798523,0.34922754764556885,0.411266028881073,0.5174047350883484,0.378354012966156,0.36827993392944336,0.4906587302684784,0.4906587302684784,0.4906587302684784,0.4843701720237732,0.20924469828605652,0.40159013867378235,0.4843701720237732,0.20924469828605652,0.4863395690917969,0.4208764135837555
