AREA,節能,便利商店,冷藏,開放式,冷凍,展示櫃,設計,設備,技術,臺灣,作品,能源,冷藏櫃,年,本組,產品,來源,商業,都市,政府
災害,0.3989713788032532,0.15785586833953857,0.48777949810028076,0.3276591897010803,0.4313298761844635,0.35858219861984253,0.3415527939796448,0.2357337474822998,0.34398016333580017,0.2596859931945801,0.48558831214904785,0.3048574924468994,0.36306217312812805,0.40408456325531006,0.46611741185188293,0.3147255778312683,0.4466714859008789,0.28109320998191833,0.3997604250907898,0.35155609250068665
維生基礎設施,0.5969886779785156,0.28104984760284424,0.27873924374580383,0.43093401193618774,0.20342391729354858,0.30166059732437134,0.47299736738204956,0.33912500739097595,0.522007942199707,0.260256826877594,0.44809770584106445,0.4671080410480499,0.3577217161655426,0.33390992879867554,0.36108553409576416,0.37123021483421326,0.40870189666748047,0.3520737290382385,0.3807547092437744,0.33032095432281494
水資源,0.4543067216873169,0.19285468757152557,0.2898341119289398,0.3259296417236328,0.24355360865592957,0.23869682848453522,0.3158000707626343,0.24107372760772705,0.3791506588459015,0.2272779941558838,0.36070746183395386,0.36399173736572266,0.2921141982078552,0.2832065224647522,0.34084218740463257,0.39736074209213257,0.4627590477466583,0.2532821595668793,0.30494225025177,0.2897643744945526
土地使用,0.42906033992767334,0.2056150734424591,0.25941482186317444,0.36420249938964844,0.1696496307849884,0.19393184781074524,0.39677923917770386,0.2872680425643921,0.4170166254043579,0.3226916790008545,0.4587956368923187,0.2883723974227905,0.16710391640663147,0.3385356664657593,0.3487105667591095,0.3516475558280945,0.4174886643886566,0.32774263620376587,0.4506694972515106,0.42666029930114746
海岸,0.32656872272491455,0.22255782783031464,0.40548744797706604,0.4020562171936035,0.35234206914901733,0.27766120433807373,0.33068883419036865,0.24904972314834595,0.30404573678970337,0.4483846426010132,0.38447460532188416,0.23419930040836334,0.2732764482498169,0.3889019191265106,0.40841007232666016,0.33265790343284607,0.36348116397857666,0.29813212156295776,0.35599276423454285,0.20268526673316956
能源,0.8805086612701416,0.22917227447032928,0.3876892030239105,0.4078630805015564,0.33246591687202454,0.309919536113739,0.43317246437072754,0.36947304010391235,0.5275508761405945,0.2039240002632141,0.5139668583869934,0.9999999403953552,0.3854149878025055,0.4217373728752136,0.4027736783027649,0.4432075023651123,0.4661453068256378,0.35018643736839294,0.3116529583930969,0.26230472326278687
農業生產,0.4376770853996277,0.18075595796108246,0.19567981362342834,0.25353577733039856,0.17157411575317383,0.190325528383255,0.29958653450012207,0.16312526166439056,0.31965428590774536,0.20107713341712952,0.4028945565223694,0.3146727383136749,0.17431898415088654,0.29983943700790405,0.3216003179550171,0.4392448663711548,0.4040062427520752,0.40084749460220337,0.24122092127799988,0.29002708196640015
生物多樣性,0.40648210048675537,0.2805570363998413,0.3164327144622803,0.3828881084918976,0.27740606665611267,0.2808578610420227,0.329600989818573,0.1871020495891571,0.35977059602737427,0.2096436619758606,0.34317702054977417,0.3360963463783264,0.2703484892845154,0.34564322233200073,0.4069720506668091,0.4113500118255615,0.49211132526397705,0.2702226936817169,0.2866615056991577,0.2103169560432434
健康,0.44176799058914185,0.20587335526943207,0.4433797597885132,0.3844103217124939,0.3781472146511078,0.22743718326091766,0.25046369433403015,0.25885945558547974,0.4061237573623657,0.26289236545562744,0.4699401259422302,0.3740665316581726,0.2986626625061035,0.4208764135837555,0.4301529824733734,0.4572749733924866,0.36447328329086304,0.34051021933555603,0.3070797920227051,0.2772608995437622
